GCA_900128725.1,Buchnera aphidicola
GCA_001828895.1,Rhodobacterales bacterium RIFCSPHIGHO2_12_FULL_62_75
GCA_001828915.1,Rhodocyclales bacterium GWA2_65_19
GCA_001828925.1,Rhodocyclales bacterium GWA2_65_20
GCA_001828935.1,Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24
GCA_001828975.1,Rhodoferax sp. RIFCSPLOWO2_12_FULL_60_11
GCA_001828995.1,Rhodospirillales bacterium RIFCSPLOWO2_01_FULL_65_14
GCA_001830425.1,Rhodospirillales bacterium RIFCSPLOWO2_02_FULL_58_16
GCA_001830455.1,Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_58_28
GCA_001830475.1,Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_67_15
GCA_001789475.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_53
GCA_001789285.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_35_10
GCA_001789305.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_37_16
GCA_001787885.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_37_16b
GCA_001789325.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_38_15
GCA_001787915.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_38_41
GCA_001789365.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12b
GCA_001787935.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12c
GCA_001787945.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_24
GCA_001789355.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_8
GCA_001787965.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_40_98
GCA_001789395.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_13b
GCA_001789405.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_15
GCA_001789435.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_24
GCA_001787985.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_9b
GCA_001788015.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_38_11
GCA_001788035.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_9
GCA_001789445.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_13b
GCA_001789485.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_9
GCA_001789515.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_43_11
GCA_001789535.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_41_18
GCA_001788045.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_33_9
GCA_001788055.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_36_11
GCA_001788095.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_37_23
GCA_001789545.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_37_9b
GCA_001789555.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_38_13
GCA_001788115.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_39_8
GCA_001788125.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_40_130
GCA_001789595.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_41_11
GCA_001789615.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_42_10
GCA_001788135.1,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_44_10
GCA_001789635.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_35_13
GCA_001789645.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_12
GCA_001789675.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_13
GCA_001789695.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_16
GCA_001789715.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_57
GCA_001788165.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_38_11
GCA_001788195.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_38_12
GCA_001789725.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_39_19
GCA_001789745.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_13
GCA_001788215.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_14
GCA_001789775.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_32
GCA_001789795.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_40_42
GCA_001789805.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_41_22
GCA_001789815.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_42_14
GCA_001789855.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_44_13
GCA_001789885.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_45_11
GCA_001788225.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_36_11
GCA_001789875.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_37_19
GCA_001789895.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_37_9
GCA_001789935.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_38_10
GCA_001789955.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_39_8
GCA_001789965.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_40_13
GCA_001789995.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_41_9
GCA_001788235.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_43_10
GCA_001790005.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_12_FULL_37_7b
GCA_001790035.1,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_12_FULL_40_12
GCA_001790045.1,Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_37_12
GCA_001790075.1,Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_41_12
GCA_001790095.1,Candidatus Roizmanbacteria bacterium RIFOXYA2_FULL_38_14
GCA_001788275.1,Candidatus Roizmanbacteria bacterium RIFOXYA2_FULL_41_8
GCA_001790115.1,Candidatus Roizmanbacteria bacterium RIFOXYB1_FULL_40_23
GCA_001790125.1,Candidatus Roizmanbacteria bacterium RIFOXYB1_FULL_41_27
GCA_001790155.1,Candidatus Roizmanbacteria bacterium RIFOXYB2_FULL_38_10
GCA_001790165.1,Candidatus Roizmanbacteria bacterium RIFOXYB2_FULL_41_10
GCA_001790195.1,Candidatus Roizmanbacteria bacterium RIFOXYC1_FULL_38_14
GCA_001788295.1,Candidatus Roizmanbacteria bacterium RIFOXYC1_FULL_41_16
GCA_001788305.1,Candidatus Roizmanbacteria bacterium RIFOXYC2_FULL_38_9
GCA_001788325.1,Candidatus Roizmanbacteria bacterium RIFOXYC2_FULL_41_10
GCA_001788355.1,Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_38_12
GCA_001788375.1,Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_41_24
GCA_001788395.1,Candidatus Rokubacteria bacterium GWA2_70_23
GCA_001790205.1,Candidatus Rokubacteria bacterium GWA2_73_35
GCA_001788415.1,Candidatus Rokubacteria bacterium GWC2_70_16
GCA_001790235.1,Candidatus Rokubacteria bacterium GWC2_70_24
GCA_001788425.1,Candidatus Rokubacteria bacterium GWF2_70_14
GCA_001788445.1,Candidatus Rokubacteria bacterium RBG_16_73_20
GCA_001790245.1,Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_69_13
GCA_001790275.1,Candidatus Rokubacteria bacterium RIFCSPHIGHO2_02_FULL_73_26
GCA_001788475.1,Candidatus Rokubacteria bacterium RIFCSPHIGHO2_12_FULL_73_22
GCA_001790285.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_68_19
GCA_001788485.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_71_18
GCA_001790315.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37
GCA_001788495.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_73_56
GCA_001788535.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_69_21
GCA_001788595.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_19
GCA_001790335.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_71_22
GCA_001790345.1,Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47
GCA_001819695.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_45_13
GCA_001819715.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_44_130
GCA_001819735.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_45_22
GCA_001819745.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_48_27
GCA_001819775.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_48_80
GCA_001819785.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_13b
GCA_001819815.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_17b
GCA_001819835.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_43
GCA_001819855.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_47_25
GCA_001819875.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_48_12
GCA_001819895.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_12_FULL_44_20
GCA_001819905.1,Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_12_FULL_47_12b
GCA_001819935.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_01_FULL_44_230
GCA_001821685.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_01_FULL_47_79
GCA_001819945.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_01_FULL_48_26
GCA_001821715.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_02_FULL_44_40
GCA_001821725.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_02_FULL_45_11c
GCA_001821755.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_02_FULL_47_14
GCA_001821765.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_12_FULL_44_26
GCA_001821795.1,Candidatus Ryanbacteria bacterium RIFCSPLOWO2_12_FULL_47_9c
GCA_001790365.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_01_FULL_45_15
GCA_001790385.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_01_FULL_46_30
GCA_001790415.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_01_FULL_48_12
GCA_001788555.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_01_FULL_49_21
GCA_001790435.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_02_FULL_46_12
GCA_001790455.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_02_FULL_47_12
GCA_001790445.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_41_12
GCA_001790495.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_42_8
GCA_001790515.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_44_22
GCA_001790535.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_47_16
GCA_001790525.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_47_16b
GCA_001790575.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_47_17
GCA_001790595.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_48_21
GCA_001788565.1,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_49_19
GCA_001788605.1,Candidatus Saccharibacteria bacterium RIFCSPLOWO2_01_FULL_48_13
GCA_001790625.1,Candidatus Saccharibacteria bacterium RIFCSPLOWO2_01_FULL_49_22
GCA_001790615.1,Candidatus Saccharibacteria bacterium RIFCSPLOWO2_02_FULL_46_7
GCA_001790895.1,Candidatus Shapirobacteria bacterium RBG_13_44_7
GCA_001790735.1,Candidatus Shapirobacteria bacterium RIFOXYA1_FULL_39_17
GCA_001790745.1,Candidatus Shapirobacteria bacterium RIFOXYB1_FULL_38_38
GCA_001790765.1,Candidatus Shapirobacteria bacterium RIFOXYC1_FULL_38_24
GCA_001790905.1,Candidatus Shapirobacteria bacterium RIFOXYD1_FULL_38_32
GCA_001830485.1,Sideroxydans sp. GWF2_59_14
GCA_001830495.1,Sideroxydans sp. RIFOXYB12_FULL_59_6
GCA_001830535.1,Sideroxydans sp. RIFOXYD2_FULL_59_7
GCA_001819975.1,Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_38_11
GCA_001821805.1,Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_43_30
GCA_001819985.1,Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_02_FULL_43_15b
GCA_001821835.1,Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_12_FULL_38_30
GCA_001821845.1,Candidatus Spechtbacteria bacterium RIFCSPLOWO2_01_FULL_38_20
GCA_001820015.1,Candidatus Spechtbacteria bacterium RIFCSPLOWO2_01_FULL_43_12
GCA_001820035.1,Candidatus Spechtbacteria bacterium RIFCSPLOWO2_01_FULL_46_10
GCA_001821885.1,Candidatus Spechtbacteria bacterium RIFCSPLOWO2_02_FULL_38_8
GCA_001820055.1,Candidatus Spechtbacteria bacterium RIFCSPLOWO2_12_FULL_38_22
GCA_001829005.1,Sphingobacteriia bacterium RIFOXYC2_FULL_35_18
GCA_001829035.1,Sphingobacteriia bacterium RIFOXYD2_FULL_35_12
GCA_001829045.1,Sphingomonadales bacterium GWF1_63_6
GCA_001829075.1,Sphingomonadales bacterium RIFCSPHIGHO2_01_FULL_65_20
GCA_001829085.1,Sphingomonadales bacterium RIFCSPLOWO2_12_FULL_63_15
GCA_001829105.1,Sphingopyxis sp. RIFCSPHIGHO2_01_FULL_65_24
GCA_001830555.1,Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19
GCA_001829125.1,Spirochaetes bacterium GWB1_27_13
GCA_001829155.1,Spirochaetes bacterium GWB1_36_13
GCA_001830565.1,Spirochaetes bacterium GWB1_48_6
GCA_001829165.1,Spirochaetes bacterium GWB1_59_5
GCA_001829185.1,Spirochaetes bacterium GWB1_60_80
GCA_001829215.1,Spirochaetes bacterium GWB1_66_5
GCA_001829235.1,Spirochaetes bacterium GWC1_27_15
GCA_001829245.1,Spirochaetes bacterium GWC1_61_12
GCA_001829255.1,Spirochaetes bacterium GWC2_52_13
GCA_001830585.1,Spirochaetes bacterium GWD1_27_9
GCA_001829295.1,Spirochaetes bacterium GWD1_61_31
GCA_001829315.1,Spirochaetes bacterium GWE1_32_154
GCA_001830615.1,Spirochaetes bacterium GWE1_60_18
GCA_001829335.1,Spirochaetes bacterium GWE2_31_10
GCA_001829345.1,Spirochaetes bacterium GWF1_31_7
GCA_001829375.1,Spirochaetes bacterium GWF1_41_5
GCA_001829395.1,Spirochaetes bacterium GWF1_49_6
GCA_001829415.1,Spirochaetes bacterium GWF1_51_8
GCA_001830635.1,Spirochaetes bacterium GWF1_60_12
GCA_001829425.1,Spirochaetes bacterium GWF2_52_7
GCA_001829455.1,Spirochaetes bacterium RBG_13_51_14
GCA_001829475.1,Spirochaetes bacterium RBG_13_68_11
GCA_001829495.1,Spirochaetes bacterium RBG_16_49_21
GCA_001829505.1,Spirochaetes bacterium RBG_16_67_19
GCA_001829535.1,Spirochaetes bacterium RIFOXYB1_FULL_32_8
GCA_001830645.1,Spirochaetes bacterium RIFOXYC1_FULL_54_7
GCA_001820065.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_34_27
GCA_001821875.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_36_16
GCA_001821925.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_37_17
GCA_001820095.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_39_25
GCA_001820115.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_41_41
GCA_001820135.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_33_16
GCA_001821915.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_34_10
GCA_001820145.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_34_9
GCA_001820175.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_42_22
GCA_001821935.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_43_16
GCA_001820195.1,Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_12_FULL_38_11
GCA_001820215.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_33_13
GCA_001821945.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_33_9
GCA_001820225.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_37_19
GCA_001821995.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_37_25b
GCA_001820255.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_38_12b
GCA_001820275.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_40_39
GCA_001820305.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_43_17b
GCA_001822005.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_02_FULL_39_8
GCA_001822055.1,Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_12_FULL_37_15
GCA_001820295.1,Candidatus Staskawiczbacteria bacterium RIFOXYA1_FULL_37_15
GCA_001820325.1,Candidatus Staskawiczbacteria bacterium RIFOXYA12_FULL_37_10
GCA_001820355.1,Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7
GCA_001822025.1,Candidatus Staskawiczbacteria bacterium RIFOXYB1_FULL_32_11
GCA_001822065.1,Candidatus Staskawiczbacteria bacterium RIFOXYB1_FULL_37_44
GCA_001822075.1,Candidatus Staskawiczbacteria bacterium RIFOXYB1_FULL_38_37
GCA_001820375.1,Candidatus Staskawiczbacteria bacterium RIFOXYB2_FULL_32_9
GCA_001820395.1,Candidatus Staskawiczbacteria bacterium RIFOXYB2_FULL_37_10
GCA_001820405.1,Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_37_43
GCA_001820435.1,Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_37_52
GCA_001822095.1,Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_38_18
GCA_001822135.1,Candidatus Staskawiczbacteria bacterium RIFOXYC12_FULL_39_20
GCA_001822145.1,Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_32_10
GCA_001820445.1,Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_17
GCA_001820475.1,Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_19
GCA_001820485.1,Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_32_13
GCA_001820515.1,Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_37_110
GCA_001820535.1,Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_37_73
GCA_001822165.1,Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_39_28
GCA_001820555.1,Candidatus Staskawiczbacteria bacterium RIFOXYD12_FULL_37_10
GCA_001822155.1,Candidatus Staskawiczbacteria bacterium RIFOXYD2_FULL_37_10
GCA_001822235.1,Candidatus Staskawiczbacteria bacterium RIFOXYD2_FULL_37_9
GCA_001829555.1,Sulfuricurvum sp. GWF2_44_89
GCA_001829575.1,Sulfuricurvum sp. RIFCSPHIGHO2_02_FULL_43_9
GCA_001830665.1,Sulfuricurvum sp. RIFCSPHIGHO2_12_FULL_44_8
GCA_001829595.1,Sulfuricurvum sp. RIFCSPLOWO2_02_43_6
GCA_001830685.1,Sulfuricurvum sp. RIFCSPLOWO2_02_FULL_43_45
GCA_001830715.1,Sulfuricurvum sp. RIFCSPLOWO2_12_43_5
GCA_001829605.1,Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24
GCA_001830725.1,Sulfuricurvum sp. RIFOXYD12_FULL_44_77
GCA_001830745.1,Sulfuricurvum sp. RIFOXYD2_FULL_44_160
GCA_001829625.1,Sulfurimonas sp. GWF2_37_8
GCA_001830775.1,Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9
GCA_001829655.1,Sulfurimonas sp. RIFCSPLOWO2_02_FULL_36_28
GCA_001829675.1,Sulfurimonas sp. RIFCSPLOWO2_12_36_12
GCA_001829695.1,Sulfurimonas sp. RIFCSPLOWO2_12_FULL_34_6
GCA_001829705.1,Sulfurimonas sp. RIFCSPLOWO2_12_FULL_36_74
GCA_001829715.1,Sulfurimonas sp. RIFOXYB12_FULL_35_9
GCA_001829755.1,Sulfurimonas sp. RIFOXYB2_FULL_37_5
GCA_001829775.1,Sulfurimonas sp. RIFOXYC2_FULL_36_7
GCA_001829785.1,Sulfurimonas sp. RIFOXYD12_FULL_33_39
GCA_001830795.1,Sulfurimonas sp. RIFOXYD12_FULL_36_11
GCA_001830805.1,Sulfurimonas sp. RIFOXYD2_FULL_34_21
GCA_001829795.1,Sulfurimonas sp. RIFOXYD2_FULL_37_8
GCA_001822245.1,Candidatus Sungbacteria bacterium GWC2_49_10
GCA_001820565.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_47_32
GCA_001822215.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_50_25
GCA_001822225.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_51_22
GCA_001822295.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_54_26
GCA_001822305.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_41_12b
GCA_001822325.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_46_12
GCA_001822345.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_47_11
GCA_001820595.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_49_12
GCA_001820605.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_49_20
GCA_001820635.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_51_29
GCA_001820655.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_52_23
GCA_001822375.1,Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_53_17
GCA_001820675.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_10
GCA_001820685.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_32
GCA_001820715.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_51_34
GCA_001820725.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_54_21
GCA_001822385.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_59_16
GCA_001820755.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_60_25
GCA_001822415.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_02_FULL_47_9
GCA_001822425.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_02_FULL_48_13b
GCA_001820785.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_02_FULL_51_17
GCA_001822455.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_02_FULL_54_10
GCA_001820775.1,Candidatus Sungbacteria bacterium RIFCSPLOWO2_12_FULL_41_11
GCA_001830835.1,Syntrophobacterales bacterium GWC2_56_13
GCA_001829835.1,Syntrophobacterales bacterium GWF2_56_9
GCA_001829855.1,Syntrophobacterales bacterium RBG_19FT_COMBO_59_10
GCA_001829865.1,Syntrophobacterales bacterium RIFOXYC2_FULL_60_23
GCA_001829875.1,Syntrophus sp. GWC2_56_31
GCA_001830855.1,Syntrophus sp. RIFOXYC2_FULL_54_9
GCA_001820815.1,Candidatus Tagabacteria bacterium RIFCSPLOWO2_01_FULL_39_11
GCA_001822475.1,Candidatus Tagabacteria bacterium RIFCSPLOWO2_01_FULL_42_9
GCA_001820825.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_43_120
GCA_001822505.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_43_47
GCA_001822495.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_44_110
GCA_001820855.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_45_63
GCA_001820875.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22b
GCA_001820885.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_48_38
GCA_001820905.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_49_60
GCA_001820935.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_51_15
GCA_001822535.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_49_25
GCA_001820955.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_43_32b
GCA_001822555.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_43_55
GCA_001822575.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_44_12
GCA_001820965.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_44_36
GCA_001822595.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_45_28
GCA_001820985.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_45_35
GCA_001821015.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_46_13
GCA_001822615.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_47_18
GCA_001821035.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_12_FULL_42_34
GCA_001821055.1,Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_12_FULL_45_16
GCA_001821065.1,Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_43_44
GCA_001822625.1,Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_43_83
GCA_001821095.1,Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_44_26
GCA_001822655.1,Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_45_15b
GCA_001822675.1,Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_45_34b
GCA_001821115.1,Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_45_59
