GCA_900327555.1,Cowpox virus
GCA_003368705.1,Staphylococcus phage SA137ruMSSAST121PVL
GCA_003575805.1,Staphylococcus phage SA780ruMSSAST101
GCA_003368825.1,Klebsiella phage NJS1
GCA_020620065.1,Streptococcus phage 107
GCA_020620075.1,Streptococcus phage 115
GCA_020620105.1,Streptococcus phage 123
GCA_020620155.1,Streptococcus phage 140
GCA_020620185.1,Streptococcus phage 142
GCA_020620195.1,Streptococcus phage 93
GCA_020620225.1,Streptococcus phage 94
GCA_020620275.1,Streptococcus phage pST
GCA_003368785.1,Staphylococcus phage SA345ruMSSAST8
GCA_003368745.1,Staphylococcus phage SA45ruMSSAST97
GCA_003368765.1,Staphylococcus phage SA537ruMSSAST97
GCA_004134365.1,Fusarium asiaticum victorivirus 1
GCA_002599725.1,Vibrio phage H2 PGK-2017
GCA_002599785.1,Vibrio phage H2 SGB-2014
GCA_027256855.1,Alongshan virus
GCA_003369145.1,Acinetobacter phage vB_ApiM_fHyAci03
GCA_003369165.1,Shigella phage SFPH2
GCA_003340815.1,Erwinia phage LS-2018a
GCA_002628885.1,Shigella phage Sf11 SMD-2017
GCA_004130925.1,Bufonid herpesvirus 1
GCA_003369405.1,Paenibacillus phage Unity
GCA_013387625.1,Salmonella phage vB_SalM-LPST94
GCA_003423345.1,Acinetobacter phage ABPH49
GCA_003369265.1,Pseudomonas phage E79
GCA_003369285.1,Bacillus phage Saddex
GCA_003575625.1,Staphylococcus phage Terranova
GCA_003369345.1,Bacillus phage Maceta
GCA_003365975.1,Serratia phage Scapp
GCA_003423365.1,Enterobacteria phage O276
GCA_013088085.1,Sweet potato leaf curl Hubei virus
GCA_003958785.1,Klebsiella phage KN1-1
GCA_003958825.1,Klebsiella phage KN3-1
GCA_003958805.1,Klebsiella phage KN4-1
GCA_020472925.1,Rhodococcus phage WC1
GCA_004134125.1,Arctopus echinatus-associated virus
GCA_004134205.1,Holcus lanatus-associated virus
GCA_004134185.1,Lolium perenne-associated virus
GCA_004134165.1,Panicum ecklonii-associated virus
GCA_004134145.1,Stipagrostis associaed virus
GCA_003354205.1,Ralstonia phage GP4
GCA_003423165.1,Mycobacterium phage Homines
GCA_003423205.1,Mycobacterium phage Harley
GCA_003423225.1,Mycobacterium phage Thonko
GCA_003423185.1,Mycobacterium phage Zeeculate
GCA_003423285.1,Sphingomonas phage Scott
GCA_004768925.1,Escherichia phage vB_EcoM-Ro111lw
GCA_006516895.1,Pelagibacter phage HTVC021P
GCA_003441475.1,Vibrio phage BONAISHI
GCA_003423425.1,Bacillus phage Wes44
GCA_003367035.1,Bacillus phage BSP38
GCA_006964085.1,Enterococcus phage vB_EfaS_HEf13
GCA_003367055.1,Eggerthella phage PMBT5
GCA_006516675.1,Pelagibacter phage HTVC022P
GCA_006516715.1,Pelagibacter phage HTVC031P
GCA_006516915.1,Pelagibacter phage HTVC105P
GCA_006516795.1,Pelagibacter phage HTVC109P
GCA_006516815.1,Pelagibacter phage HTVC119P
GCA_006516835.1,Pelagibacter phage HTVC120P
GCA_006516775.1,Pelagibacter phage HTVC121P
GCA_006516735.1,Pelagibacter phage HTVC200P
GCA_006516755.1,Pelagibacter phage HTVC201P
GCA_006304615.1,Erwinia phage vB_EhrS_59
GCA_006304545.1,Erwinia phage vB_EhrS_49
GCA_003423105.1,Pseudomonas phage YMC12/01/R960
GCA_003423145.1,Pseudomonas phage YMC12/01/R24
GCA_003568515.1,Dickeya phage vB_DsoM_AD1
GCA_003568455.1,Dickeya phage vB_DsoM_JA13
GCA_003568475.1,Dickeya phage vB_DsoM_JA29
GCA_003568495.1,Dickeya phage vB_DsoM_JA33
GCA_003568435.1,Dickeya phage vB_DsoP_JA10
GCA_003367015.1,Vibrio phage R01
GCA_004133285.1,Aplysia californica nido-like virus
GCA_023148215.1,Grapevine virus L
GCA_003365995.1,Arthrobacter phage Azathoth
GCA_003366035.1,Arthrobacter phage CGermain
GCA_003366095.1,Arthrobacter phage Copper
GCA_003366115.1,Arthrobacter phage Dewayne
GCA_003366175.1,Arthrobacter phage Hunnie
GCA_003366215.1,Arthrobacter phage Inspire2
GCA_003366295.1,Arthrobacter phage Ronnie
GCA_003366515.1,Gordonia phage Beyoncage
GCA_003366275.1,Gordonia phage Pleakley
GCA_003366595.1,Gordonia phage Teatealatte
GCA_003366455.1,Gordonia phage Zarbodnamra
GCA_003366335.1,Microbacterium phage Scamander
GCA_003366495.1,Mycobacterium phage Arlo
GCA_003366015.1,Mycobacterium phage BreSam8
GCA_003366535.1,Mycobacterium phage Bromden
GCA_003366475.1,Mycobacterium phage DonSanchon
GCA_003366155.1,Mycobacterium phage HSavage
GCA_003366135.1,Mycobacterium phage Hopey
GCA_003366195.1,Mycobacterium phage Inca
GCA_003366235.1,Mycobacterium phage MichaelPhcott
GCA_003366255.1,Mycobacterium phage Pita2
GCA_003366555.1,Mycobacterium phage Sibs6
GCA_003366575.1,Mycobacterium phage Target
GCA_003366395.1,Mycobacterium phage Thyatira
GCA_003366615.1,Mycobacterium phage Tydolla
GCA_003366415.1,Mycobacterium phage UAch1
GCA_003366315.1,Streptomyces phage Satis
GCA_003366375.1,Streptomyces phage StarPlatinum
GCA_003366355.1,Streptomyces phage Starbow
GCA_003366435.1,Streptomyces phage Wollford
GCA_003443255.1,Caulobacter phage CcrBL10
GCA_003443295.1,Caulobacter phage CcrBL9
GCA_003443275.1,Caulobacter phage CcrPW
GCA_003443315.2,Caulobacter phage CcrSC
GCA_003575865.1,Salmonella phage Solent
GCA_003575885.1,Salmonella phage Meda
GCA_003366935.1,Gordonia phage Daredevil
GCA_003366995.1,Microbacterium phage Andromedas
GCA_003366955.1,Microbacterium phage ColaCorta
GCA_003366695.1,Microbacterium phage Schnapsidee
GCA_003423305.1,Mycobacterium phage Rabinovish
GCA_003366735.1,Mycobacterium phage Ryadel
GCA_003366715.1,Mycobacterium phage Sabella
GCA_003366975.1,Mycobacterium phage Cherrybomb426
GCA_003366915.1,Mycobacterium phage Gorge
GCA_003366835.1,Mycobacterium phage Krakatau
GCA_003366795.1,Mycobacterium phage Mantra
GCA_003366775.1,Mycobacterium phage NEHalo
GCA_003366755.1,Mycobacterium phage PinheadLarry
GCA_003366655.1,Mycobacterium phage Vaticameos
GCA_003366635.1,Mycobacterium phage xkcd
GCA_003366895.1,Streptomyces phage Haizum
GCA_003366855.1,Streptomyces phage Karimac
GCA_003366815.1,Streptomyces phage LukeCage
GCA_003366675.1,Streptomyces phage SparkleGoddess
GCA_031580055.1,Bird's-foot trefoil nucleorhabdovirus
GCA_013088115.1,Faba bean polerovirus 1
GCA_031174335.1,Opuntia umbra-like virus
GCA_004134325.1,Potexvirus sp.
GCA_008632495.1,Curvibacter phage TJ1
GCA_013086065.1,Kundal virus
GCA_003847565.1,Momordica charantia associated gemycircularvirus
GCA_003847545.1,Euphorbia heterophylla associated gemycircularvirus
GCA_018582725.1,Pyricularia oryzae ourmia-like virus 1
GCA_018582735.1,Pyricularia oryzae ourmia-like virus 2
GCA_018582745.1,Pyricularia oryzae ourmia-like virus 3
GCA_004134285.1,Blackcurrant leafroll-associated virus 1
GCA_004133565.1,Turtle grass virus X
GCA_031174365.1,Bo-Circo-like virus CH
GCA_008801055.1,Achromobacter phage vB_Ade_ART
GCA_003847205.1,Arboreal ant associated circular virus 1
GCA_003847505.1,Bark beetle associated circular virus 1
GCA_003846925.1,Cricket associated circular virus 1
GCA_003847005.1,Cybaeus spider associated circular virus 1
GCA_003847305.1,Cybaeus spider associated circular virus 2
GCA_003846625.1,False black widow spider associated circular virus 1
GCA_003846985.1,Fire ant associated circular virus 1
GCA_003847165.1,Fly associated circular virus 1
GCA_003847485.1,Fly associated circular virus 2
GCA_003846965.1,Fly associated circular virus 3
GCA_003846945.1,Fly associated circular virus 4
GCA_003847105.1,Fly associated circular virus 5
GCA_003846845.1,Fly associated circular virus 6
GCA_003846825.1,Fly associated circular virus 7
GCA_003847265.1,Giant house spider associated circular virus 1
GCA_003846725.1,Giant house spider associated circular virus 2
GCA_003846705.1,Giant house spider associated circular virus 3
GCA_003846645.1,Giant house spider associated circular virus 4
GCA_003847045.1,Golden silk orbweaver associated circular virus 1
GCA_003847455.1,Grasshopper associated circular virus 1
GCA_003847025.1,Longjawed orbweaver circular virus 1
GCA_003846865.1,Longjawed orbweaver circular virus 2
GCA_003846805.1,Millipede associated circular virus 1
GCA_003847285.1,Pimoid spider associated circular virus 1
GCA_003846765.1,Pimoid spider associated circular virus 2
GCA_003847245.1,Sierra dome spider associated circular virus 1
GCA_003846745.1,Sierra dome spider associated circular virus 2
GCA_003847125.1,Soft spider associated circular virus 1
GCA_003847385.1,Spider associated circular virus 1
GCA_003847325.1,Spider associated circular virus 2
GCA_003846685.1,Spider associated circular virus 3
GCA_003847065.1,Spinybacked orbweaver circular virus 1
GCA_003847145.1,Spinybacked orbweaver circular virus 2
GCA_003846785.1,Tentweb spider associated circular virus 1
GCA_003847425.1,Tubeweb spider associated circular virus 1
GCA_003846905.1,Water beetle associated circular virus 1
GCA_003846665.1,Woodlouse hunter spider associated circular virus 1
GCA_006452115.1,Heliothis virescens ascovirus 3i
GCA_013088125.1,Mashua virus Y
GCA_003403335.1,Cylindrospermopsis raciborskii virus RM-2018a
GCA_031174395.1,Jasmine mosaic-associated virus 1
GCA_018583565.1,Jasmine mosaic-associated virus 2
GCA_004130795.1,Paguma larvata circovirus
GCA_013088135.1,Passiflora edulis symptomless virus
GCA_004133185.1,Macaca mulatta papillomavirus 2
GCA_004133205.1,Macaca mulatta papillomavirus 3
GCA_004133225.1,Macaca mulatta papillomavirus 4
GCA_031174445.1,Metapneumovirus sp.
GCA_004134345.1,Boa constrictor papillomavirus 1
GCA_003429165.1,Sinorhizobium phage phiM6
GCA_003843565.1,Lentibacter phage vB_LenP_ICBM3
GCA_003575685.1,Salmonella phage Mooltan
GCA_003934415.1,Klebsiella phage TSK1
GCA_003991725.2,Thermus phage phiKo
GCA_003991705.1,Thermus phage phiLo
GCA_003991765.1,Thermus phage phiMa
GCA_003441955.1,Gordonia phage Catfish
GCA_003442115.1,Microbacterium phage Neferthena
GCA_003441915.1,Mycobacterium phage Amochick
GCA_003441935.1,Mycobacterium phage Belladonna
GCA_003442015.1,Mycobacterium phage EricMillard
GCA_003442035.1,Mycobacterium phage FrenchFry
GCA_003442135.1,Mycobacterium phage QueenBeesly
GCA_003442175.1,Mycobacterium phage Tapioca
GCA_003441875.1,Mycobacterium phage Adahisdi
GCA_003441895.1,Mycobacterium phage Aggie
GCA_003435005.1,Mycobacterium phage Cane17
GCA_003441975.1,Mycobacterium phage Crispicous1
GCA_003441995.1,Mycobacterium phage Ejimix
GCA_003442055.1,Mycobacterium phage Gex
GCA_003442075.1,Mycobacterium phage IPhane7
GCA_003575765.1,Mycobacterium phage InigoMontoya
GCA_003442095.1,Mycobacterium phage Jaykayelowell
GCA_003575785.1,Mycobacterium phage Phlegm
GCA_003442155.1,Mycobacterium phage Rando14
GCA_003442335.1,Gordonia phage Marietta
GCA_003442455.1,Gordonia phage Skysand
GCA_003442495.1,Gordonia phage TillyBobJoe
GCA_003442195.1,Gordonia phage Ali17
GCA_003442355.1,Mycobacterium phage Megamind
GCA_003442215.1,Mycobacterium phage EleanorGeorge
GCA_003442235.1,Mycobacterium phage Emmina
GCA_003442255.1,Mycobacterium phage Girr
GCA_003442295.1,Mycobacterium phage JoeyJr
GCA_003442375.1,Mycobacterium phage Nimbo
GCA_003442395.1,Mycobacterium phage PHappiness
GCA_003442415.1,Mycobacterium phage PherrisBueller
GCA_003442435.1,Mycobacterium phage QuickMath
GCA_003442475.1,Mycobacterium phage Spikelee
GCA_003442535.1,Mycobacterium phage Zelink
GCA_003442275.1,Streptomyces phage Hank144
GCA_003442315.1,Streptomyces phage LibertyBell
GCA_003442515.1,Streptomyces phage TrvxScott
GCA_003601415.1,Corynebacterium phage Juicebox
GCA_003601335.1,Corynebacterium phage SamW
GCA_003601095.1,Gordonia phage Foxboro
GCA_003601175.1,Gordonia phage KidneyBean
GCA_003601255.1,Microbacterium phage OneinaGillian
GCA_003601455.1,Mycobacterium phage Dalmuri
GCA_003601215.1,Mycobacterium phage MuchMore
GCA_003601235.1,Mycobacterium phage Mulan
GCA_003601275.1,Mycobacterium phage Wizard007
GCA_003719055.1,Mycobacterium phage CharlieB
GCA_003601075.1,Mycobacterium phage DismalStressor
GCA_003601395.1,Mycobacterium phage Eaglehorse
GCA_003601115.1,Mycobacterium phage Galactic
GCA_003601135.1,Mycobacterium phage Gancho
GCA_003601155.1,Mycobacterium phage Kalah2
GCA_003601195.1,Mycobacterium phage LittleLaf
GCA_003601295.1,Mycobacterium phage Paperbeatsrock
GCA_003614615.1,Mycobacterium phage Salacia
GCA_003601315.1,Mycobacterium phage Samty
GCA_003601435.1,Mycobacterium phage Serendipitous
GCA_003601355.1,Mycobacterium phage VasuNzinga
GCA_003601375.1,Streptomyces phage Yaboi
GCA_007923645.1,Pseudomonas phage Fc02
GCA_007923705.1,Pseudomonas phage Fc22
GCA_007923675.1,Pseudomonas phage H71
GCA_007923725.1,Pseudomonas phage H72
GCA_007923795.1,Pseudomonas phage Ps56
GCA_007923765.1,Pseudomonas phage Ps59
GCA_007923745.1,Pseudomonas phage Ps60
GCA_003575605.1,Acidovorax phage ACPWH
GCA_003575945.1,Pseudomonas phage PaYy-2
GCA_020496945.1,Salmonella phage SenALZ1
GCA_003575905.1,Salmonella phage SenASZ3
GCA_003575825.1,Escherichia phage vB_EcoM_IME392
GCA_003575705.1,Escherichia phage LL2
GCA_030678985.1,Bacillus phage BSP11
GCA_030679005.1,Bacillus phage BSP12
GCA_030679055.1,Bacillus phage BSP14
GCA_030679095.1,Bacillus phage BSP15
GCA_030679105.1,Bacillus phage BSP18
GCA_030679125.1,Bacillus phage BSP19
GCA_030679155.1,Bacillus phage BSP2
GCA_030679185.1,Bacillus phage BSP21
GCA_030679235.1,Bacillus phage BSP36
GCA_030679265.1,Bacillus phage BSP4
GCA_008802975.1,Bacillus phage BSP7
GCA_003606175.1,Acinetobacter phage KARL-1
GCA_003443075.1,Vibrio phage vB_VpS_PG07
GCA_003443095.1,Bacillus phage Hobo
GCA_003443115.1,Bacillus phage Kamfam
GCA_003443155.1,Bacillus phage Kioshi
GCA_003443135.1,Bacillus phage OmnioDeoPrimus
GCA_003443235.1,Klebsiella phage NJR15
GCA_003443195.1,Klebsiella phage NJS2
GCA_003443215.1,Klebsiella phage NJS3
GCA_003443175.1,Klebsiella phage TAH8
GCA_003442595.1,Gordonia phage Angelique
GCA_003442615.1,Gordonia phage Ashertheman
GCA_003442895.1,Gordonia phage Neville
GCA_003442955.1,Gordonia phage Phistory
GCA_003442575.1,Gordonia phage Angelicage
GCA_003442775.1,Gordonia phage Horus
GCA_003443035.1,Gordonia phage Schmidt
GCA_003442875.1,Microbacterium phage Minima
GCA_003442715.1,Mycobacterium phage Dixon
GCA_003442815.1,Mycobacterium phage KristaRAM
GCA_003442995.1,Mycobacterium phage Renaud18
GCA_003442635.1,Mycobacterium phage Burwell21
GCA_003442655.1,Mycobacterium phage ChampagnePapi
GCA_003442675.1,Mycobacterium phage Collard
GCA_003442735.1,Mycobacterium phage Easy2Say
GCA_003442755.1,Mycobacterium phage Gophee
GCA_003442795.1,Mycobacterium phage KlimbOn
GCA_003442835.1,Mycobacterium phage MadMarie
GCA_003442855.1,Mycobacterium phage Maroc7
GCA_003442915.1,Mycobacterium phage Nivrat
GCA_003442935.1,Mycobacterium phage Phareon
GCA_003442975.1,Mycobacterium phage Podrick
GCA_003443015.1,Mycobacterium phage Ruby
GCA_003442695.1,Streptomyces phage Comrade
GCA_003443055.1,Streptomyces phage Thestral
GCA_003443415.1,Salmonella virus VSe103
GCA_003443435.1,Salmonella virus VSiP
GCA_003443455.1,Salmonella virus VSt10
GCA_003443475.1,Salmonella virus VSt472
GCA_031174495.1,Red clover enamovirus 1
GCA_031174505.1,Red clover carlavirus 1
GCA_012271645.1,Bellinger River virus
GCA_031534515.1,Kindia tick virus
GCA_003442555.1,Bacteroides phage crAss001
GCA_003260815.1,Bat Middle East Hepe-Astrovirus
GCA_003575545.1,Vibrio phage ICP1_2011_B
GCA_003443375.1,Vibrio phage ICP1_2012_A
GCA_013088145.1,Tomato leaf curl Mahe virus
GCA_031174535.1,Enset leaf streak virus
GCA_004133505.1,Phytophthora infestans RNA virus 2
GCA_013088155.1,Hollyhock yellow vein virus
GCA_031174545.1,Culex dicistrovirus 1
GCA_031174575.1,Culex dicistrovirus 2
GCA_004133545.1,Panax ginseng flexivirus 1
GCA_004133365.1,Dioscorea nummularia-associated virus
GCA_009732215.1,Abras virus
GCA_006298025.1,Zegla virus
GCA_009732235.1,Babahoya virus
GCA_009732255.1,Shark River virus
GCA_009732275.1,Santa Rosa virus
GCA_013088165.1,Cryptophlebia peltastica nucleopolyhedrovirus
GCA_004117455.1,Colletotrichum fructicola chrysovirus 1
GCA_004133625.1,Myocastor coypus polyomavirus 1
GCA_003441495.1,Sulfolobus filamentous virus 1
GCA_018583575.1,Elderberry aureusvirus 1
GCA_031174585.1,Okapia johnstoni papillomavirus 1
GCA_031545025.1,Dakrong virus
GCA_029884255.1,Naranjilla mild mosaic virus
GCA_004133665.1,Culex Iflavi-like virus 1
GCA_004133685.1,Culex Iflavi-like virus 4
GCA_031174595.1,Culex mosquito virus 1
GCA_031175085.1,Culex mosquito virus 2
GCA_031175095.1,Culex mosquito virus 3
GCA_018583685.1,Culex mosquito virus 4
GCA_018583695.1,Culex mosquito virus 5
GCA_031175105.1,Culex mosquito virus 6
GCA_031175115.1,Culex Biggie-like virus
GCA_031175125.1,Totivirus-like Culex mosquito virus 1
GCA_031175135.1,Totivirus-like Culex mosquito virus 2
GCA_031175145.1,Culex Bunya-like virus
GCA_031175155.1,Culex Bunyavirus 2
GCA_031175165.1,Culex Negev #730-like virus
GCA_031175175.1,Culex Negev EO-329-like virus
GCA_004133765.1,Culex Bastrovirus-like virus
GCA_031175185.1,Culex Daeseongdong-like virus
GCA_004133645.1,Culex Flavi-like virus
GCA_031175195.1,Culex Hubei-like virus
GCA_004133785.1,Culex Tetra-like virus
GCA_031175205.1,Culex Virga-like virus
GCA_004133805.1,Culex circovirus-like virus
GCA_031175215.1,Culex rhabdovirus
GCA_004133745.1,Culex-associated Tombus-like virus
GCA_031175225.1,Partitivirus-like Culex mosquito virus
GCA_031175235.1,Culex densovirus
GCA_031175245.1,Culex-associated Luteo-like virus
GCA_031175255.1,Black-headed python circovirus 1
GCA_029887365.1,Balagodu virus
GCA_004133925.1,Canine papillomavirus 21
GCA_004133945.1,Canine papillomavirus 22
GCA_031175265.1,Canine papillomavirus 23
GCA_029888155.1,Beiji nairovirus
GCA_003693745.1,Staphylococcus phage VB_SavM_JYL01
GCA_004133305.1,Trichoderma asperellum dsRNA virus 1
GCA_004117375.1,Melon partitivirus
GCA_031175275.1,Bamboo rat parvovirus
GCA_004040655.1,Bamboo rat circovirus
GCA_004134725.1,Ustilaginoidea virens nonsegmented virus 2
GCA_011022365.1,Lactococcus phage vB_LLc_bIBB14
GCA_011022375.1,Lactococcus phage vB_Llc_bIBB12
GCA_011022385.1,Lactococcus phage vB_Llc_bIBB27
GCA_011022395.1,Lactococcus phage vB_Llc_bIBB94p4
GCA_011022405.1,Lactococcus phage vB_Llc_bIBBA3
GCA_011022415.1,Lactococcus phage vB_Llc_bIBBAm4
GCA_011022425.1,Lactococcus phage vB_Llc_bIBBD4
GCA_011022435.1,Lactococcus phage vB_Llc_bIBBE1
GCA_011022445.1,Lactococcus phage vB_Llc_bIBBL81
GCA_011022455.1,Lactococcus phage vB_Llc_bIBBp6/4
GCA_031175285.1,Helicoverpa assulta nucleopolyhedrovirus
GCA_018582845.1,Formica exsecta virus 4
GCA_005890865.1,Bacteroides phage p00
GCA_004134025.1,Areca palm necrotic spindle-spot virus
GCA_013088175.1,Areca palm necrotic ringspot virus
GCA_004117355.1,Guangxi orbivirus
GCA_018583955.1,Botrytis cinerea mymonavirus 1
GCA_008945245.1,Microbacterium phage Christoph
GCA_008939525.1,Microbacterium phage Pocket
GCA_003575285.1,Escherichia phage vB_EcoM-Pr121LW
GCA_005892785.1,Klebsiella phage K1-ULIP33
GCA_005892805.1,Klebsiella phage Kund-ULIP47
GCA_005280775.1,Klebsiella phage Kund-ULIP54
GCA_004015945.1,Pseudomonas phage EPa61
GCA_009662515.1,Serratia phage JS26
GCA_003832995.1,Vibrio phage fNo16
GCA_004128155.1,Trichoderma harzianum bipartite mycovirus 1
GCA_003613915.1,Acinetobacter phage vB_AbaM_B09_Aci05
GCA_003668535.1,Acinetobacter phage AJO2
GCA_003613355.1,Acinetobacter phage vB_AbaM_B09_Aci01-1
GCA_003613375.1,Acinetobacter phage vB_AbaM_B09_Aci02-2
GCA_003613395.1,Acinetobacter phage vB_AbaP_46-62_Aci07
GCA_003668275.1,Citrobacter phage Maroon
GCA_003614635.1,Bacillus phage vB_BthP-Goe4
GCA_003613975.1,Enterobacteria phage vB_EcoP_IME390
GCA_003668255.1,Klebsiella phage Seifer
GCA_018583075.1,Desmodium leaf distortion deltasatellite
GCA_003665745.1,Lactobacillus phage Sabazios
GCA_003665765.1,Lactobacillus phage Iacchus
GCA_003665785.1,Lactobacillus phage Dionysus
GCA_003665805.1,Lactobacillus phage Bromius
GCA_003613335.1,Escherichia phage FEC19
GCA_003613295.1,Escherichia phage vB_vPM_PD06
GCA_003614245.1,Arthrobacter phage Guntur
GCA_003614015.1,Gordonia phage Buggaboo
GCA_003614055.1,Gordonia phage Emianna
GCA_003614115.1,Gordonia phage Getalong
GCA_003614295.1,Gordonia phage Jifall16
GCA_003614335.1,Gordonia phage Kurt
GCA_003614355.1,Microbacterium phage Miaurora
GCA_003613995.1,Mycobacterium phage Bread
GCA_003614035.1,Mycobacterium phage Crownjwl
GCA_003614075.1,Mycobacterium phage FudgeTart
GCA_003614095.1,Mycobacterium phage Gemini
GCA_003614215.1,Mycobacterium phage Grizzly
GCA_003614275.1,Mycobacterium phage Hotshotbaby7
GCA_003614315.1,Mycobacterium phage Kasen3
GCA_003613175.1,Mycobacterium phage LilDestine
GCA_003614375.1,Mycobacterium phage Olga
GCA_003614395.1,Mycobacterium phage Paito
GCA_003613255.1,Mycobacterium phage Sweets
GCA_003613195.1,Mycobacterium phage Waterdiva
GCA_003613275.1,Mycobacterium phage Zulu
GCA_023122935.1,Red clover associated virus 1
GCA_003613315.1,Escherichia phage vB_vPM_PD112
GCA_003668295.1,Proteus phage Stubb
GCA_003613955.1,Acinetobacter phage vB_AbaP_B09_Aci08
GCA_003613795.1,Arthrobacter phage KBurrousTX
GCA_003613835.1,Arthrobacter phage Moki
GCA_003613895.1,Gordonia phage Turuncu
GCA_003668355.1,Microbacterium phage Dongwon
GCA_003613735.1,Mycobacterium phage Arcanine
GCA_003614655.1,Mycobacterium phage ArcusAngelus
GCA_003613755.1,Mycobacterium phage Grand2040
GCA_003613855.1,Mycobacterium phage Roots515
GCA_003613875.1,Mycobacterium phage Saguaro
GCA_003613155.1,Mycobacterium phage Wamburgrxpress
GCA_003613775.1,Streptomyces phage JustBecause
GCA_003613815.1,Streptomyces phage Kromp
GCA_003613715.1,Bacillus phage Ray17
GCA_003575725.1,Escherichia phage LL11
GCA_003575745.1,Citrobacter phage Sazh
GCA_004788795.1,Marine RNA virus BC-1
GCA_004788815.1,Marine RNA virus BC-2
GCA_004788835.1,Marine RNA virus BC-3
GCA_003575585.2,Escherichia phage fp01
GCA_003575565.1,Escherichia phage PGN829.1
GCA_003613135.1,Klebsiella phage KP179
GCA_003613515.1,Arthrobacter phage LeeroyJ
GCA_003614575.1,Arthrobacter phage Tenno
GCA_003613435.1,Microbacterium phage Burro
GCA_003613455.1,Microbacterium phage Efeko
GCA_003614595.1,Microbacterium phage ValentiniPuff
GCA_003613415.1,Mycobacterium phage Bangla1971
GCA_003613475.1,Mycobacterium phage Flare16
GCA_003613495.1,Mycobacterium phage Hamish
GCA_003614415.1,Mycobacterium phage LilTurb
GCA_003614455.1,Mycobacterium phage Mesh1
GCA_003614495.1,Mycobacterium phage MilleniumForce
GCA_003614515.1,Mycobacterium phage NearlyHeadless
GCA_003614535.1,Mycobacterium phage NicoleTera
GCA_003614555.1,Mycobacterium phage Ruin
GCA_004138695.1,Mycobacterium phage Zalkecks
GCA_003613215.1,Streptomyces phage Darolandstone
GCA_003614475.1,Streptomyces phage Microdon
GCA_023147725.1,Spodoptera eridania nucleopolyhedrovirus
GCA_018583135.1,Dillard's Draw virus
GCA_004117495.1,Athtab bunya-like virus
GCA_004920285.1,Marine RNA virus BC-4
GCA_003668315.1,Enterococcus phage EfV12-phi1
GCA_903978205.1,Enterococcus phage 156
GCA_004117695.1,Yongsan bunyavirus 1
GCA_004134445.1,Yongsan picorna-like virus 3
GCA_004134465.1,Yongsan picorna-like virus 4
GCA_004134745.1,Yongsan iflavirus 1
GCA_004134485.1,Yongsan tombus-like virus 1
GCA_003575645.1,Salmonella phage Siskin
GCA_003575665.2,Salmonella phage Sw2
GCA_003575305.1,Escherichia phage PD38
GCA_003575325.1,Escherichia phage vB_vPM_PD114
GCA_004134425.1,Mouse kidney parvovirus
GCA_004132445.1,Sclerotinia minor endornavirus 1
GCA_003575845.1,Clostridium phage susfortuna
GCA_004133525.1,Rehmannia virus 1
GCA_004134525.1,Rhizophagus diaphanum mitovirus 1
GCA_004134505.1,Rhizophagus diaphanum mitovirus 2
GCA_004134545.1,Rhizophagus irregularis mitovirus 1
GCA_003691715.1,Dickeya phage Coodle
GCA_003575345.1,Dickeya phage Dagda_B1
GCA_003691735.1,Dickeya phage Kamild
GCA_003575385.1,Dickeya phage Katbat
GCA_003575425.1,Dickeya phage Luksen
GCA_003575465.1,Dickeya phage Mysterion
GCA_003575365.1,Pectobacterium phage Gaspode
GCA_003575405.1,Pectobacterium phage Lelidair
GCA_003575445.1,Pectobacterium phage Momine
GCA_003575485.1,Pectobacterium phage Nobby
GCA_003575505.1,Pectobacterium phage Slant
GCA_004128115.1,Saesbyeol virus
GCA_031175295.1,Human papillomavirus type 210
GCA_013088195.1,Platycodon mild mottle virus
GCA_003668375.1,Burkholderia phage phiE131
GCA_003668395.1,Burkholderia phage phiE058
GCA_021351695.1,Yersinia phage PYPS2T
GCA_003865455.1,Yersinia phage PYPS50
GCA_031580385.1,Bregalaka virus
GCA_031580415.1,Zaba virus
GCA_003589765.1,Papillomaviridae RPVne-OR02-zj
GCA_004133905.1,Blackcurrant-associated closterovirus 1
GCA_003722595.1,Brevibacterium phage Cantare
GCA_004134105.1,Grapevine associated tymo-like virus
GCA_031175305.1,Arracacha virus Y
GCA_031175315.1,Capsicum frutescens endornavirus 1
GCA_003613535.1,Enterobacter phage phi63_307
GCA_003613605.1,Enterobacter phage phiT5282H
GCA_003613555.1,Pseudomonas phage phiPA01_302
GCA_003613575.1,Pseudomonas phage phiPA01_EW
GCA_003613115.1,Shigella phage phi25-307
GCA_003723295.1,Escherichia phage C1
GCA_003613675.1,Escherichia phage C5
GCA_003613655.1,Escherichia phage N30
GCA_003723275.1,Escherichia phage N7
GCA_004133085.1,Cluster bean endornavirus 1
GCA_024750105.1,Potato virus B
GCA_003613235.1,Caulobacter phage Kronos
GCA_031175325.1,Recombinant Hepacivirus C SA13_JF372-X_CIQV
GCA_031175335.1,Recombinant Hepacivirus C SA13_JF470-510cc
GCA_031175345.1,Recombinant Hepacivirus C SA13fl
GCA_031175355.1,Bosavirus sp.
GCA_004133865.1,Bovine serum-associated circular virus
GCA_006452215.1,Moosepox virus GoldyGopher14
GCA_031175365.1,Guinea fowl coronavirus
GCA_004338895.1,Mycobacterium phage Zeuska
GCA_004338775.1,Mycobacterium phage Tripl3t
