GCA_900327555.1,Cowpox virus
GCA_000904955.1,Chaerephon polyomavirus 1
GCA_031144695.1,Beet curly top Iran virus-[Siv]
GCA_031087315.1,Beet curly top Iran virus-[Siv] satellite DNA
GCA_000904055.1,STL polyomavirus
GCA_000910095.1,Staphylococcus phage StauST398-2
GCA_000915475.1,Bacillus phage BPS10C
GCA_002603125.1,Streptococcus phage phiSS12
GCA_002603145.1,Streptococcus phage phiST1
GCA_002595125.1,Brucella phage Wb
GCA_002745615.1,Brucella phage R/C
GCA_002633075.1,Brucella phage Bk2
GCA_000906555.1,Dahlia latent viroid
GCA_003093675.1,Paramecium bursaria Chlorella virus AP110A
GCA_003093515.1,Paramecium bursaria Chlorella virus CVB-1
GCA_003093495.1,Paramecium bursaria Chlorella virus CVG-1
GCA_003093655.1,Paramecium bursaria Chlorella virus CVM-1
GCA_003093755.1,Paramecium bursaria Chlorella virus CVR-1
GCA_003093355.1,Paramecium bursaria Chlorella virus CZ-2
GCA_003093735.1,Paramecium bursaria Chlorella virus Can18-4
GCA_003093395.1,Paramecium bursaria Chlorella virus CviKI
GCA_003093415.1,Paramecium bursaria Chlorella virus CvsA1
GCA_003093335.1,Paramecium bursaria Chlorella virus Fr5L
GCA_003093855.1,Paramecium bursaria Chlorella virus IL-5-2s1
GCA_003093215.1,Paramecium bursaria Chlorella virus KS1B
GCA_003093635.1,Paramecium bursaria Chlorella virus NE-JV-1
GCA_003093715.1,Paramecium bursaria Chlorella virus NE-JV-4
GCA_003093615.1,Paramecium bursaria Chlorella virus NW665.2
GCA_003093455.1,Paramecium bursaria Chlorella virus OR0704.2.2
GCA_003093295.1,Acanthocystis turfacea Chlorella virus Br0604L
GCA_003093375.1,Acanthocystis turfacea Chlorella virus Can0610SP
GCA_003093275.1,Acanthocystis turfacea Chlorella virus Canal-1
GCA_003093475.1,Acanthocystis turfacea Chlorella virus GM0701.1
GCA_003093695.1,Acanthocystis turfacea Chlorella virus MN0810.1
GCA_003093255.1,Acanthocystis turfacea Chlorella virus MO0605SPH
GCA_003093535.1,Acanthocystis turfacea Chlorella virus NE-JV-2
GCA_003093315.1,Acanthocystis turfacea Chlorella virus NE-JV-3
GCA_003093595.1,Acanthocystis turfacea Chlorella virus NTS-1
GCA_003093435.1,Acanthocystis turfacea Chlorella virus OR0704.3
GCA_003093555.1,Acanthocystis turfacea Chlorella virus TN603.4.2
GCA_003093235.1,Acanthocystis turfacea Chlorella virus WI0606
GCA_002596285.1,Cyanophage S-RIM12
GCA_002598965.1,Cyanophage S-RIM14
GCA_001754165.1,Cyanophage S-RIM32
GCA_002599165.1,Cyanophage S-RIM44
GCA_002633125.1,Brucella phage Fi
GCA_000915175.1,Pseudomonas phage PPpW-3
GCA_000916695.1,Pseudomonas phage PPpW-4
GCA_023119765.1,Sclerotinia sclerotiorum mitovirus 3
GCA_023119775.1,Sclerotinia sclerotiorum mitovirus 4
GCA_001008475.1,Sapovirus Hu/Nagoya/NGY-1/2012/JPN
GCA_031144705.1,Canine kobuvirus CH-1
GCA_031144715.1,Equine hepacivirus
GCA_031144725.1,Norovirus Hu/GII.4/GZ2010-L26/Guangzhou/CHN/2010
GCA_031144735.1,Norovirus Hu/GII.4/GZ2010-L87/Guangzhou/CHN/2011
GCA_031144745.1,Norovirus Hu/GII.6/GZ2010-L96/Guangzhou/CHN/2011
GCA_000919075.1,Cyanoramphus nest associated circular X DNA virus
GCA_000918055.1,Cyanoramphus nest associated circular K DNA virus
GCA_031497385.1,Forecariah virus
GCA_000908235.1,Haloarcula hispanica virus PH1
GCA_000908615.1,Burkholderia phage ST79
GCA_000909435.1,Serratia phage Eta
GCA_000908755.1,Vibrio phage JA-1
GCA_002603165.1,Vibrio phage VCO139
GCA_000905255.1,Pelagibacter phage HTVC008M
GCA_000906735.1,Pelagibacter phage HTVC010P
GCA_000904255.1,Pelagibacter phage HTVC011P
GCA_000905875.1,Pelagibacter phage HTVC019P
GCA_002826805.1,Longquan virus
GCA_031144755.1,Bat coronavirus Rp/Shaanxi2011
GCA_031144765.1,Bat coronavirus Cp/Yunnan2011
GCA_000917655.1,Fusarium graminearum hypovirus 1
GCA_003328825.1,Bacillus phage SIOphi
GCA_031580185.1,Gou virus
GCA_031144775.1,Bermuda grass southern mosaic virus
GCA_000869065.1,Nile crocodilepox virus
GCA_000906255.1,Hana virus
GCA_000923535.2,Nienokoue virus
GCA_031144785.1,Plum pox virus strain Dideron
GCA_000930015.1,Yellow baboon polyomavirus 1
GCA_000928975.1,Yellow baboon polyomavirus 2
GCA_003179515.1,Human papillomavirus type XS2
GCA_000925415.1,Tench rhabdovirus
GCA_000924575.1,Grass carp virus
GCA_031852035.1,Citrus leprosis virus cytoplasmic type 2
GCA_031144815.1,Pepper yellow leaf curl China virus
GCA_002592865.1,Lactococcus phage CaseusJM1
GCA_002603185.1,Streptococcus phage phi20c
GCA_002603205.1,Streptococcus phage phi30c
GCA_002603225.1,Streptococcus phage phi5218
GCA_002603245.1,Streptococcus phage phi7917
GCA_002603265.1,Streptococcus phage phi891591
GCA_002745655.1,Streptococcus phage phiD12
GCA_002603285.1,Streptococcus phage phiS10
GCA_031523125.1,Sathuvachari virus
GCA_031144895.1,Tomato leaf curl Yunnan virus
GCA_003028895.1,Chaetoceros setoense DNA virus
GCA_000908295.1,Acheta domesticus volvovirus
GCA_031144995.1,Rose yellow leaf virus
GCA_031150705.1,Norovirus Hu/GII/30257/2009/VNM
GCA_031150735.1,Norovirus Hu/GII/10101/2009/VNM
GCA_031150745.1,Norovirus Hu/GII/10127/2009/VNM
GCA_031150805.1,Norovirus Hu/GII/10370/2010/VNM
GCA_031150825.1,Norovirus Hu/GII/10405/2010/VNM
GCA_031150855.1,Norovirus Hu/GII/10406/2010/VNM
GCA_031150885.1,Norovirus Hu/GII/10411/2010/VNM
GCA_031150895.1,Norovirus Hu/GII/10420/2010/VNM
GCA_031150905.1,Norovirus Hu/GII/20048/2009/VNM
GCA_031150955.1,Norovirus Hu/GII/20064/2009/VNM
GCA_031150985.1,Norovirus Hu/GII/20079/2009/VNM
GCA_031151025.1,Norovirus Hu/GII/20107/2009/VNM
GCA_031151045.1,Norovirus Hu/GII/20108/2009/VNM
GCA_031151055.1,Norovirus Hu/GII/20144/2009/VNM
GCA_031151065.1,Norovirus Hu/GII/20146/2009/VNM
GCA_031151075.1,Norovirus Hu/GII/20150/2009/VNM
GCA_031151085.1,Norovirus Hu/GII/20151/2009/VNM
GCA_031151095.1,Norovirus Hu/GII/20153/2009/VNM
GCA_031151105.1,Norovirus Hu/GII/20154/2009/VNM
GCA_031151115.1,Norovirus Hu/GII/20156/2009/VNM
GCA_031151125.1,Norovirus Hu/GII/20159/2009/VNM
GCA_031151135.1,Norovirus Hu/GII/20161/2009/VNM
GCA_031151145.1,Norovirus Hu/GII/20162/2009/VNM
GCA_031151155.1,Norovirus Hu/GII/20164/2009/VNM
GCA_031151165.1,Norovirus Hu/GII/20171/2009/VNM
GCA_031151175.1,Norovirus Hu/GII/20172/2009/VNM
GCA_031151185.1,Norovirus Hu/GII/20173/2009/VNM
GCA_031151195.1,Norovirus Hu/GII/20176/2009/VNM
GCA_031151205.1,Norovirus Hu/GII/20180/2009/VNM
GCA_031151215.1,Norovirus Hu/GII/20182/2009/VNM
GCA_031151225.1,Norovirus Hu/GII/20184/2009/VNM
GCA_031151235.1,Norovirus Hu/GII/20185/2009/VNM
GCA_031151245.1,Norovirus Hu/GII/20187/2009/VNM
GCA_031151255.1,Norovirus Hu/GII/20189/2009/VNM
GCA_031151265.1,Norovirus Hu/GII/20190/2009/VNM
GCA_031151275.1,Norovirus Hu/GII/20192/2009/VNM
GCA_031151285.1,Norovirus Hu/GII/20196/2009/VNM
GCA_031151295.1,Norovirus Hu/GII/20198/2009/VNM
GCA_031151305.1,Norovirus Hu/GII/20202/2009/VNM
GCA_031151315.1,Norovirus Hu/GII/20205/2009/VNM
GCA_031151325.1,Norovirus Hu/GII/20206/2009/VNM
GCA_031151335.1,Norovirus Hu/GII/20208/2009/VNM
GCA_031151345.1,Norovirus Hu/GII/20215/2009/VNM
GCA_031151355.1,Norovirus Hu/GII/20217/2009/VNM
GCA_031151365.1,Norovirus Hu/GII/20229/2009/VNM
GCA_031151375.1,Norovirus Hu/GII/20230/2009/VNM
GCA_031151385.1,Norovirus Hu/GII/20233/2009/VNM
GCA_031151395.1,Norovirus Hu/GII/20248/2009/VNM
GCA_031151405.1,Norovirus Hu/GII/20258/2009/VNM
GCA_031151415.1,Norovirus Hu/GII/20263/2009/VNM
GCA_031151425.1,Norovirus Hu/GII/20271/2009/VNM
GCA_031153855.1,Norovirus Hu/GII/20276/2009/VNM
GCA_031153865.1,Norovirus Hu/GII/20302/2009/VNM
GCA_031153875.1,Norovirus Hu/GII/20344/2009/VNM
GCA_031153885.1,Norovirus Hu/GII/20350/2009/VNM
GCA_031153895.1,Norovirus Hu/GII/20357/2009/VNM
GCA_031153905.1,Norovirus Hu/GII/20365/2010/VNM
GCA_031153915.1,Norovirus Hu/GII/20373/2010/VNM
GCA_031153925.1,Norovirus Hu/GII/20407/2010/VNM
GCA_031153935.1,Norovirus Hu/GII/20413/2010/VNM
GCA_031153965.1,Norovirus Hu/GII/20424/2010/VNM
GCA_031153975.1,Norovirus Hu/GII/20448/2010/VNM
GCA_031153985.1,Norovirus Hu/GII/20457/2010/VNM
GCA_031153995.1,Norovirus Hu/GII/20460/2010/VNM
GCA_031154005.1,Norovirus Hu/GII/20469/2010/VNM
GCA_031154035.1,Norovirus Hu/GII/20477/2010/VNM
GCA_031154045.1,Norovirus Hu/GII/20478/2010/VNM
GCA_031154055.1,Norovirus Hu/GII/30017/2009/VNM
GCA_031154065.1,Norovirus Hu/GII/30026/2009/VNM
GCA_031154095.1,Norovirus Hu/GII/30040/2009/VNM
GCA_031154125.1,Norovirus Hu/GII/30045/2009/VNM
GCA_031154135.1,Norovirus Hu/GII/30112/2009/VNM
GCA_031154145.1,Norovirus Hu/GII/30113/2009/VNM
GCA_031154155.1,Norovirus Hu/GII/30129/2009/VNM
GCA_031154205.1,Norovirus Hu/GII/30199/2009/VNM
GCA_031154215.1,Norovirus Hu/GII/30201/2009/VNM
GCA_031154225.1,Norovirus Hu/GII/30206/2009/VNM
GCA_031154275.1,Norovirus Hu/GII/30207/2009/VNM
GCA_031154285.1,Norovirus Hu/GII/30211/2009/VNM
GCA_031154315.1,Norovirus Hu/GII/30212/2009/VNM
GCA_031154345.1,Norovirus Hu/GII/30266/2009/VNM
GCA_002603305.1,Vibrio phage JSF7
GCA_031154355.1,Norovirus Hu/GII.4/NIHIC4.1/2011/USA
GCA_031154405.1,Norovirus Hu/GII.4/NIHIC4.2/2011/USA
GCA_000909875.1,Choristoneura rosaceana entomopoxvirus 'L'
GCA_000907395.1,Adoxophyes honmai entomopoxvirus 'L'
GCA_000908415.1,Mythimna separata entomopoxvirus 'L'
GCA_000914395.1,Sida yellow vein China alphasatellite
GCA_000909315.1,Sebokele virus 1
GCA_031578885.1,Citrullus lanatus cryptic virus
GCA_029883525.1,Canine bocavirus 3
GCA_008792785.1,Enterovirus C95
GCA_031154415.1,Enterovirus C99
GCA_000905815.1,Andean potato mild mosaic virus
GCA_000905215.1,Gastropod associated circular ssDNA virus
GCA_003443355.1,Vibrio phage ICP1_2006_E
GCA_003575525.1,Vibrio phage ICP1_2011_A
GCA_002603325.1,Staphylococcus phage LH1
GCA_000904695.1,Mycobacterium phage Butters
GCA_001470295.1,Mycobacterium phage ShiVal
GCA_002603345.1,Bacillus phage Basilisk
GCA_001504395.1,Bacillus phage JL
GCA_001505855.1,Bacillus phage Shanette
GCA_002624405.1,Brevibacillus phage Jimmer2
GCA_001551445.1,Brevibacillus phage Jimmer1
GCA_002603365.1,Brevibacillus phage Emery
GCA_001505195.1,Brevibacillus phage Abouo
GCA_000914135.1,Brevibacillus phage Davies
GCA_031154425.1,Human papillomavirus type 78
GCA_000906695.1,Corchorus yellow vein mosaic virus
GCA_000904215.1,Corchorus yellow vein mosaic betasatellite
GCA_024703215.1,Citrus yellow vein-associated virus
GCA_031154455.1,Human betacoronavirus 2c England-Qatar/2012
GCA_000906395.1,Baboon adenovirus 3
GCA_004146425.1,Thermus phage TSP4
GCA_000904595.1,Sulfolobales Mexican fusellovirus 1
GCA_031087325.1,Daphnia mendotae-associated satellite virus
GCA_031154465.1,Rat minute virus
GCA_000907735.1,Alteromonas phage vB_AmaP_AD45-P1
GCA_002755495.1,Alteromonas phage vB_AmaP_AD45-P2
GCA_002755515.1,Alteromonas phage vB_AmaP_AD45-P3
GCA_002755535.1,Alteromonas phage vB_AmaP_AD45-P4
GCA_002830705.1,Scheffersomyces segobiensis virus L
GCA_023120125.1,Bat paramyxovirus
GCA_000910315.1,Citrus vein enation virus
GCA_020842125.1,Psittacine adenovirus 2
GCA_000909775.1,Invertebrate iridovirus 22
GCA_000914535.1,Invertebrate iridovirus 25
GCA_002003815.1,Palm Creek virus
GCA_006452155.1,Namao virus
GCA_000911975.1,Chickpea chlorosis Australia virus
GCA_000897615.1,Sporobolus striate mosaic virus 1
GCA_000899215.1,Sporobolus striate mosaic virus 2
GCA_000918835.1,ROUT virus
GCA_000906235.1,Human polyomavirus 12
GCA_000915295.1,Tomato leaf curl Liwa virus
GCA_018594905.1,Xuan son virus
GCA_000909215.1,Clostridium phage vB_CpeS-CP51
GCA_000907175.1,Mycobacterium phage FF47
GCA_001271015.1,Alfalfa leaf curl virus
GCA_031154475.1,Human betacoronavirus 2c Jordan-N3/2012
GCA_002821325.1,Theiler's disease-associated virus
GCA_002640235.1,Rotavirus A RVA/Human-wt/ITA/ASTI23/2007/G9P8
GCA_002640255.1,Rotavirus A RVA/Human-wt/ITA/AV21/2010/G9P8
GCA_002640275.1,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8
GCA_002640295.1,Rotavirus A RVA/Human-wt/ITA/JES11/2010/G9P8
GCA_002659935.1,Rotavirus A RVA/Pig-wt/ITA/2CR/2009/G9P[23]
GCA_002659955.1,Rotavirus A RVA/Pig-wt/ITA/3BS/2009/G9P[23]
GCA_002659995.1,Rotavirus A RVA/Pig-wt/ITA/7RE/2009/G9P[23]
GCA_031154485.1,Rubella virus genotype 2A
GCA_000904655.1,Equine pegivirus 1
GCA_000907595.1,Escherichia phage Lw1
GCA_000870385.1,Maruca vitrata nucleopolyhedrovirus
GCA_000870065.1,Leucania separata nucleopolyhedrovirus
GCA_000869305.1,Clanis bilineata nucleopolyhedrovirus
GCA_000898495.1,Sweet potato C6 virus
GCA_002815695.1,Drosophila affinis sigmavirus
GCA_000915835.1,Bacillus phage vB_BanS-Tsamsa
GCA_002755555.1,Brucella phage Bk
GCA_002755575.1,Brucella phage Fz
GCA_002755595.1,Brucella phage S708
GCA_000914455.1,Staphylococcus phage StauST398-4
GCA_000916135.1,Staphylococcus phage StauST398-5
GCA_002622505.1,Pseudomonas phage LKO4
GCA_000910075.1,Bacillus phage MG-B1
GCA_031778355.1,Sri Lankan cassava mosaic virus-India[Attur:2009]
GCA_001292935.1,Verticillium dahliae partitivirus 1
GCA_000911775.1,Capraria yellow spot Yucatan virus
GCA_031154495.1,Ageratum yellow vein China virus - [Z1]
GCA_031154505.1,Norovirus Hu/GII.4/Seoul/1071/2010/KOR
GCA_000904675.1,Ustilaginoidea virens RNA virus 1
GCA_002821485.1,Abutilon golden mosaic Yucatan virus
GCA_002824725.1,Vigna yellow mosaic virus
GCA_031154515.1,Alphamesonivirus 1
GCA_000907155.1,Cherry rusty mottle associated virus
GCA_031154525.1,Paralichthys olivaceus rhabdovirus
GCA_002817065.1,Aichi virus 1
GCA_002822425.1,Honeysuckle yellow vein virus-[Australia:Ayr:1983]
GCA_031778365.1,Tomato leaf curl virus-[Australia:Aurukun:2003]
GCA_031778375.1,Tomato leaf curl virus-[Australia:Darwin:2003]
GCA_031580505.1,Lianghe virus
GCA_002831025.1,Yakeshi virus
GCA_000899515.1,human papillomavirus 166
GCA_003179375.1,Human papillomavirus 169
GCA_003179395.1,human papillomavirus 164
GCA_001430115.1,human papillomavirus 163
GCA_003179415.1,human papillomavirus 162
GCA_002826985.1,Human papillomavirus type 161
GCA_003179435.1,Human papillomavirus 170
GCA_003179455.1,Human papillomavirus 165
GCA_003087875.1,SFTS virus HNXY_115
GCA_003087915.1,SFTS virus HNXY_130
GCA_003087935.1,SFTS virus HNXY_144
GCA_031497405.1,SFTS virus HNXY_157
GCA_003087955.1,SFTS virus HNXY_164
GCA_003087975.1,SFTS virus HNXY_170
GCA_003087995.1,SFTS virus HNXY_174
GCA_003088015.1,SFTS virus HNXY_182
GCA_003088035.1,SFTS virus HNXY_186
GCA_003088055.1,SFTS virus HNXY_188
GCA_003088075.1,SFTS virus HNXY_191
GCA_003088095.1,SFTS virus HNXY_195
GCA_003088135.1,SFTS virus HNXY_2
GCA_003088155.1,SFTS virus HNXY_202
GCA_003088175.1,SFTS virus HNXY_206
GCA_003088195.1,SFTS virus HNXY_207
GCA_003088215.1,SFTS virus HNXY_212
GCA_003088235.1,SFTS virus HNXY_224
GCA_003088255.1,SFTS virus HNXY_231
GCA_003088275.1,SFTS virus HNXY_245
GCA_003088295.1,SFTS virus HNXY_262
GCA_003088315.1,SFTS virus HNXY_278
GCA_003088355.1,SFTS virus HNXY_293
GCA_003088375.1,SFTS virus HNXY_31
GCA_003088395.1,SFTS virus HNXY_319
GCA_003088415.1,SFTS virus HNXY_327
GCA_003088435.1,SFTS virus HNXY_93
GCA_031154535.1,Hybrid snakehead virus
GCA_031154545.1,Norovirus Hu/GII.4/Ohio/684/USA
GCA_000907495.1,Pseudoalteromonas phage RIO-1
GCA_000919815.2,Allamanda leaf mottle distortion virus
GCA_000909495.1,Persimmon viroid 2
GCA_002633585.1,Staphylococcus phage PSa3
GCA_002821505.1,Ageratum enation virus-Papaver somniferum
GCA_000906375.1,Hop trefoil cryptic virus 2
GCA_000904755.1,Red clover cryptic virus 2
GCA_000907235.1,White clover cryptic virus 2
GCA_002868195.1,Crimson clover cryptic virus 2
GCA_000908315.1,Dill cryptic virus 2
GCA_000908975.1,Habenaria mosaic virus
GCA_000908875.1,Burdock mottle virus
GCA_000915155.1,Edwardsiella phage PEi21
GCA_001882015.1,Bat hepacivirus
GCA_031523215.1,Banna-like virus strain Balaton/2010/HUN
GCA_031154555.1,Norovirus Hu/GII.4/20199/2009/VNM
GCA_031778385.1,Radish leaf curl virus-Hajipur [IN:Bih:ok09]
GCA_031778395.1,Radish leaf curl virus-Hajipur [IN:Bih06:10]
GCA_031778405.1,Radish leaf curl virus-Hajipur [IN:LabIso:11]
GCA_000909695.1,Flavobacterium phage 6H
GCA_000909975.1,Mycobacterium phage PegLeg
GCA_000909995.1,Salmonella phage L13
GCA_000909195.1,Mycobacterium phage CASbig
GCA_000907575.1,Mycobacterium phage WIVsmall
GCA_000915675.1,Croceibacter phage P2559Y
GCA_000908495.1,Streptomyces phage Lika
GCA_000909095.1,Streptomyces phage Sujidade
GCA_000910055.1,Streptomyces phage Zemlya
GCA_000908575.1,Mycobacterium phage Astraea
GCA_002603465.1,Mycobacterium phage Breezona
GCA_000909955.2,Mycobacterium phage Dumbo
GCA_000908475.1,Mycobacterium phage Fishburne
GCA_000909075.1,Mycobacterium phage Newman
GCA_002630385.1,Pseudomonas phage MBL
GCA_002597945.1,Mycobacterium phage Dhanush
GCA_000907455.1,Mycobacterium phage HINdeR
GCA_000910215.1,Mycobacterium phage Job42
GCA_000909355.1,Mycobacterium phage Jobu08
GCA_000909935.1,Mycobacterium phage PattyP
GCA_000908455.1,Mycobacterium phage Phrux
GCA_002755615.1,Mycobacterium phage SDcharge11
GCA_000907435.1,Mycobacterium phage Severus
GCA_000909915.1,Mycobacterium phage SiSi
GCA_002603445.1,Mycobacterium phage Winky
GCA_002755635.1,Mycobacterium phage Methuselah
GCA_000923635.1,Cronobacter phage CR8
GCA_001503575.1,Cronobacter phage S13
GCA_000909175.1,Mycobacterium phage Gizmo
GCA_000908435.1,Mycobacterium phage Phaux
GCA_000907555.1,Mycobacterium phage ArcherS7
GCA_000909035.1,Mycobacterium phage Murphy
GCA_002603525.1,Pseudomonas phage LKA5
GCA_002755655.1,Salmonella phage SPC32H
GCA_002755675.1,Salmonella phage SPC32N
GCA_003329425.1,Mycobacterium phage 33D
GCA_003329805.1,Mycobacterium phage Chy2
GCA_003329785.1,Mycobacterium phage Chy3
GCA_000910035.1,Mycobacterium phage Chy4
GCA_000908555.1,Mycobacterium phage Chy5
GCA_002755695.1,Mycobacterium phage Bo4
GCA_002755715.1,Mycobacterium phage DNAIII
GCA_003329745.1,Mycobacterium phage Legendre
GCA_000910295.1,Mycobacterium phage Leo
GCA_003329825.1,Mycobacterium phage Sedge
GCA_003329905.1,Mycobacterium phage Clark
GCA_000913575.1,Escherichia phage JES2013
GCA_027588175.1,Mycobacterium phage Adler
GCA_000915135.1,Pseudomonas phage PAK_P5
GCA_000915815.1,Pseudomonas phage CHA_P1
GCA_000914095.1,Pseudomonas phage PAK_P4
GCA_000908955.1,Cellulophaga phage phi48:2
GCA_000910435.1,Cellulophaga phage phi12:2
GCA_000908935.1,Cellulophaga phage phi19:1
GCA_000909575.1,Cellulophaga phage phi19:3
GCA_000908055.1,Cellulophaga phage phi17:2
GCA_002600445.1,Cellulophaga phage phi3ST:2
GCA_000908035.1,Cellulophaga phage phi46:1
GCA_002603605.1,Cellulophaga phage phi40:1
GCA_000909675.1,Cellulophaga phage phi12:1
GCA_000909635.1,Cellulophaga phage phi38:1
GCA_002603585.1,Cellulophaga phage phi12:3
GCA_000909655.1,Cellulophaga phage phi17:1
GCA_000910535.1,Cellulophaga phage phi10:1
GCA_000911595.1,Cellulophaga phage phi18:1
GCA_000910515.1,Cellulophaga phage phi18:3
GCA_002755735.1,Cellulophaga phage phi19:2
GCA_000911615.1,Cellulophaga phage phi46:3
GCA_000910495.1,Cellulophaga phage phi12a:1
GCA_000909615.1,Cellulophaga phage phi14:2
GCA_002755755.1,Cellulophaga phage phi13:1
GCA_000908015.1,Cellulophaga phage phi39:1
GCA_002603625.1,Cellulophaga phage phi18:2
GCA_002755775.1,Cellulophaga phage phi18:4
GCA_002600485.1,Cellulophaga phage phi38:2
GCA_002755795.1,Cellulophaga phage phi48:1
GCA_000910475.1,Cellulophaga phage phi4:1
GCA_000907995.1,Cellulophaga phage phi13:2
GCA_003964215.1,Porcine stool-associated circular virus 2
GCA_003963695.1,Porcine stool-associated circular virus 3
GCA_018580185.1,Fox parvovirus
GCA_000907355.1,Ageratum Yellow vein China virus - OX1
GCA_000907295.1,Tomato leaf curl China virus - OX2
GCA_026804855.1,Eptesipox virus
GCA_029885055.1,Elephant endotheliotropic herpesvirus 3A
GCA_001564365.1,Bat bocavirus
GCA_018591125.1,Bat circovirus
GCA_000906455.1,Cryphonectria parasitica bipartite mycovirus 1
GCA_000917935.1,Melegrivirus A
GCA_031154565.1,Enterovirus F
GCA_000884595.1,Enterovirus J
GCA_000885035.1,Salivirus A
GCA_031154575.1,Salivirus CH
GCA_001465485.1,Plantain virus X
GCA_031154585.1,Norovirus Hu/GII.4/C00006631/2011/UK
GCA_031154595.1,Norovirus Hu/GII.4/C00007876/2011/UK
GCA_031154605.1,Norovirus Hu/GII.4/C00007879/2011/UK
GCA_031154615.1,Norovirus Hu/GII.4/C00007880/2011/UK
GCA_031154965.1,Norovirus Hu/GII.4/C00007881/2011/UK
GCA_031154975.1,Norovirus Hu/GII.4/C00007892/2011/UK
GCA_031154985.1,Norovirus Hu/GII.4/C00007893/2011/UK
GCA_031154995.1,Norovirus Hu/GII.4/C00007904/2011/UK
GCA_031155005.1,Norovirus Hu/GII.4/C00007905/2011/UK
GCA_031155015.1,Norovirus Hu/GII.4/C00007915/2010/UK
GCA_031155025.1,Norovirus Hu/GII.4/C00007916/2011/UK
GCA_031155035.1,Norovirus Hu/GII.4/C00007918/2011/UK
GCA_031155045.1,Norovirus Hu/GII.4/C00007927/2010/UK
GCA_031155055.1,Norovirus Hu/GII.4/C00007928/2011/UK
GCA_031155065.1,Norovirus Hu/GII.4/C00007934/2010/UK
GCA_031155075.1,Norovirus Hu/GII.4/C00007941/2011/UK
GCA_031155085.1,Norovirus Hu/GII.4/C00007952/2011/UK
GCA_020490015.1,Synechococcus T7-like virus S-TIP28
GCA_003369305.1,Synechococcus T7-like phage S-TIP37
GCA_000928555.1,Influenza A virus (A/Shanghai/02/2013(H7N9))
GCA_031155095.1,Bontang virus
GCA_031155105.1,Houston virus
GCA_031155115.1,Kamphang Phet virus
GCA_002816295.1,Karang Sari virus
GCA_031155125.1,Rubella virus genotype 1E
GCA_000909895.1,Malvastrum leaf curl Philippines virus
GCA_002603645.1,Leptospira phage vB_LalZ_80412-LE1
GCA_002603665.1,Leptospira phage vB_LnoZ_CZ214-LE1
GCA_002603685.1,Leptospira phage vb_LkmZ_Bejolso9-LE1
GCA_002603705.1,Leptospira phage vB_LbrZ_5399-LE1
GCA_002603725.1,Leptospira phage vB_LinZ_10-LE1
GCA_000912555.1,Pseudomonas phage PaBG
GCA_031155135.1,Norovirus Hu/GII/Hy-718/KOR
GCA_002004435.1,Eidolon helvum papillomavirus 2
GCA_002004275.1,Eidolon helvum papillomavirus 3
GCA_025838285.2,Preplasmiviricota sp. Gezel-14T
GCA_000908515.1,Chili leaf curl Bhatinda betasatellite
GCA_000909115.1,Tomato yellow leaf curl Yunnan virus
GCA_031155395.1,Norovirus Hu/GII/Seoul1055/KOR/2010
GCA_031155405.1,Norovirus Hu/GII/Seoul1072/KOR/2010
GCA_031155415.1,Norovirus Hu/GII/Seoul1282/KOR/2010
GCA_031155425.1,Norovirus Hu/GII/Seoul1367/KOR/2010
GCA_031155435.1,Norovirus Hu/GII/Seoul1488/KOR/2011
GCA_000909455.1,Tomato golden leaf spot virus
GCA_000910155.1,Felis catus papillomavirus 3
GCA_031155445.1,VDV-1/DWV recombinant
GCA_006445975.1,Human adenovirus 66
GCA_031155455.1,Norovirus Hu/GII.4/Hong Kong/CUHK6080/2012/CHN
GCA_000910595.1,Paenibacillus phage phiIBB_P123
GCA_003033145.1,Talpa europaea papillomavirus 1
GCA_031155465.1,Norovirus Hu/GIV.1/CCDC GR1113-59/CHN/2011
GCA_000910395.1,Salmonella phage Jersey
GCA_000912515.1,Mycobacterium phage Bobi
GCA_000910855.1,Mycobacterium phage Redno2
GCA_002603745.1,Mycobacterium phage Odin
GCA_001516995.1,Mycobacterium phage Breeniome
GCA_000912495.1,Mycobacterium phage Wanda
GCA_000907795.1,Vibrio phage VFJ
GCA_002823845.1,Tomato bright yellow mosaic virus
GCA_001504375.1,Escherichia phage JH2
GCA_002622385.1,Staphylococcus phage phiIBB-SEP1
GCA_004117615.1,Bat rotavirus
GCA_002755815.1,Campylobacter phage CP8
GCA_000918375.1,Synechococcus phage ACG-2014h
GCA_002755835.1,Synechococcus phage S-MbCM25
GCA_000917315.1,Synechococcus phage S-MbCM100
GCA_002755855.1,Enterobacteria phage FL68 Tallahassee/FL/2012
GCA_002755875.1,Enterobacteria phage FL76 Tallahassee/FL/2012
GCA_000912575.1,Mycobacterium phage LittleCherry
GCA_000913335.1,Mycobacterium phage Catdawg
GCA_000911835.1,Mycobacterium phage Jabbawokkie
GCA_000911875.1,Mycobacterium phage Velveteen
GCA_000910835.1,Mycobacterium phage Daenerys
GCA_000913295.1,Mycobacterium phage Hamulus
GCA_000911855.1,Mycobacterium phage Trouble
GCA_000910815.1,Mycobacterium phage Whirlwind
GCA_000912115.1,Mycobacterium phage SarFire
GCA_002604045.1,Mycobacterium phage Reprobate
GCA_000913315.2,Mycobacterium phage Muddy
GCA_000911815.1,Mycobacterium phage KayaCho
