GCA_900128725.1,Buchnera aphidicola
GCA_903879065.1,uncultured Syntrophaceae bacterium
GCA_913058165.1,uncultured Chromatiales bacterium
GCA_949841225.1,uncultured Acetivibrio sp.
GCA_903912615.1,uncultured Legionellaceae bacterium
GCA_913061245.1,uncultured Oceanospirillales bacterium
GCA_963518075.1,uncultured Plantibacter sp.
GCA_903940835.1,uncultured Thiotrichales bacterium
GCA_937864365.1,uncultured Alteromonadales bacterium
GCA_913056135.1,uncultured Roseovarius sp.
GCA_947494145.1,uncultured Jannaschia sp.
GCA_001038775.1,Bacillus stratosphericus
GCA_017161205.1,Bacillus altitudinis
GCA_029894105.1,Bacillus aerius
GCA_019350915.1,Bacillus aerophilus
GCA_903932835.1,uncultured Rhodobacterales bacterium
GCA_903853085.1,uncultured Desulfobulbaceae bacterium
GCA_903824235.1,uncultured Sphingomonadales bacterium
GCA_905197245.1,uncultured Eggerthella sp.
GCA_947038475.1,uncultured Gardnerella sp.
GCA_946221125.1,uncultured Mobiluncus sp.
GCA_900541365.1,uncultured Anaerococcus sp.
GCA_902766725.1,uncultured Ureaplasma sp.
GCA_903927915.1,uncultured Anaeromyxobacter sp.
GCA_000014345.1,Rickettsia canadensis str. McKiel
GCA_000018205.1,Rickettsia akari str. Hartford
GCA_000011765.2,Streptococcus pyogenes MGAS5005
GCA_000016985.1,Alkaliphilus metalliredigens QYMF
GCA_016901135.1,Rhizobium lusitanum
GCA_001634285.1,Anoxybacillus amylolyticus
GCA_001508485.1,Proteiniphilum acetatigenes
GCA_001559595.1,Enterovibrio coralii
GCA_019801945.1,Photobacterium rosenbergii
GCA_001639695.1,Marinomonas aquimarina
GCA_032058665.1,Chryseobacterium taichungense
GCA_009828095.1,Pontixanthobacter luteolus
GCA_004125315.1,Streptomyces sp. M3
GCA_015770475.1,Streptomyces sp. MC1
GCA_001431295.2,Candidatus Berkiella aquae
GCA_009856865.1,Solidesulfovibrio aerotolerans
GCA_010634545.1,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
GCA_009268075.1,'Cynodon dactylon' phytoplasma
GCA_023715385.1,Paenibacillus motobuensis
GCA_000008405.1,Mesomycoplasma hyopneumoniae 232
GCA_000009925.1,Bacteroides fragilis YCH46
GCA_004363695.1,Flavobacterium cheniae
GCA_001570585.1,Herbidospora daliensis
GCA_027925265.1,Candidatus Hepatoplasma crinochetorum
GCA_018682735.1,Vibrio gigantis
GCA_001592935.1,Roseivirga echinicomitans
GCA_024349785.1,Sphingomonas bisphenolicum
GCA_000013865.1,Polaromonas sp. JS666
GCA_014644735.1,Caldalkalibacillus thermarum
GCA_945876925.1,uncultured Dermatophilus sp.
GCA_946479085.1,uncultured Opitutus sp.
GCA_903881805.1,uncultured Rhodospirillales bacterium
GCA_913776965.1,uncultured Xylophilus sp.
GCA_937881145.1,uncultured Bordetella sp.
GCA_004135975.1,Solidesulfovibrio carbinolicus
GCA_032052985.1,Exiguobacterium indicum
GCA_900156575.1,Chryseobacterium shigense
GCA_000048665.1,Legionella pneumophila str. Lens
GCA_000048645.1,Legionella pneumophila str. Paris
GCA_905212935.1,uncultured Lachnospiraceae bacterium
GCA_910580035.1,uncultured Turicibacter sp.
GCA_014192015.1,Paenibacillus rhizosphaerae
GCA_000981525.1,Lactococcus piscium MKFS47
GCA_900478195.1,Salmonella enterica subsp. salamae serovar Greenside
GCA_006716205.1,Oryzihumus leptocrescens
GCA_000196255.1,Photobacterium profundum SS9
GCA_902727945.1,uncultured Thiotrichaceae bacterium
GCA_947036575.1,uncultured Brevinema sp.
GCA_903911615.1,uncultured Pirellula sp.
GCA_001753205.1,Sporosarcina ureilytica
GCA_000166135.1,Pseudofrankia inefficax
GCA_000235425.3,Pseudofrankia saprophytica
GCA_003226855.1,Blattabacterium sp. (Cryptocercus kyebangensis)
GCA_005887375.1,Pseudoalteromonas spongiae
GCA_905480415.1,uncultured Algibacter sp.
GCA_000226255.2,Desulfovibrio sp. A2
GCA_011927725.1,Sphingomonas kaistensis
GCA_001043975.1,Methylobacterium variabile
GCA_900188155.1,Pseudomonas segetis
GCA_900089605.1,Micromonospora narathiwatensis
GCA_900090305.1,Micromonospora siamensis
GCA_900129905.1,Ferrimonas marina
GCA_001969365.1,Tateyamaria omphalii
GCA_018138425.1,Streptomyces daliensis
GCA_011808045.1,Francisella orientalis
GCA_028807635.1,Streptomyces spiramyceticus
GCA_000956985.1,Enterobacter hormaechei subsp. steigerwaltii
GCA_000422225.1,Enterobacter ludwigii
GCA_000011845.1,Streptococcus thermophilus CNRZ1066
GCA_015235415.1,Microbacterium paludicola
GCA_017965805.1,Microbacterium maritypicum
GCA_947039725.1,uncultured Mycoplasmataceae bacterium
GCA_900099725.1,Rhodococcus triatomae
GCA_015478225.1,Nocardia elegans
GCA_017152155.1,Serratia ureilytica
GCA_014192095.1,Phyllobacterium trifolii
GCA_014202765.1,Silvimonas terrae
GCA_000012005.1,Shigella dysenteriae Sd197
GCA_000012025.1,Shigella boydii Sb227
GCA_000092525.1,Shigella sonnei Ss046
GCA_905067615.1,Hyphomicrobium sp. MC8b
GCA_916439195.1,uncultured Pasteurellaceae bacterium
GCA_003003075.1,Isoptericola halotolerans
GCA_015845935.1,Shouchella lehensis
GCA_905208645.1,uncultured Morganella sp.
GCA_000091545.1,Thermus thermophilus HB8
GCA_015654285.1,Vibrio europaeus
GCA_000803045.1,Enterobacter hormaechei subsp. oharae
GCA_000957025.1,Enterobacter hormaechei subsp. hormaechei
GCA_003390795.1,Caldibacillus debilis
GCA_006438955.1,Sphingomonas oligophenolica
GCA_017851025.1,Roseburia hominis
GCA_017850695.1,Roseburia faecis
GCA_001369095.1,Streptococcus pyogenes serotype M18
GCA_026914305.1,Caldicellulosiruptor acetigenus
GCA_009467795.1,Nesterenkonia halophila
GCA_002849835.1,Virgibacillus dokdonensis
GCA_937868445.1,uncultured Nannocystis sp.
GCA_000050405.1,Ehrlichia ruminantium str. Gardel
GCA_002884935.1,Corynebacterium tuscaniense
GCA_017303015.1,Halobacillus kuroshimensis
GCA_016835115.1,Bifidobacterium animalis subsp. lactis
GCA_024623015.1,Bifidobacterium animalis subsp. animalis
GCA_002165585.1,Paenibacillus sp. MY03
GCA_031847215.1,Liquorilactobacillus uvarum
GCA_004361795.1,Herminiimonas fonticola
GCA_014324145.1,Lactobacillus apis
GCA_000310145.2,Thauera sp. 28
GCA_937914965.1,uncultured Thermoanaerobacteraceae bacterium
GCA_014196315.1,Acetobacter oeni
GCA_001636145.1,Schleiferilactobacillus harbinensis
GCA_000724565.2,Pseudoalteromonas sp. '520P1 No. 412'
GCA_002153425.1,Litchfieldia alkalitelluris
GCA_030783905.1,Bisgaard Taxon 45
GCA_006874585.1,Sphingomonas sp. IC081
GCA_000309315.1,Sedimentibacter sp. B4
GCA_016876095.1,Actinospica acidiphila
GCA_903895345.1,uncultured Chlamydiae bacterium
GCA_900116615.1,Algoriphagus locisalis
GCA_015070375.1,Nocardioides kribbensis
GCA_014207495.1,Aminobacter lissarensis
GCA_000310125.2,Thauera sp. 27
GCA_905373525.1,Prevotella baroniae
GCA_007991935.1,Companilactobacillus nantensis
GCA_000710775.1,Endozoicomonas elysicola
GCA_900143175.1,Xanthomonas retroflexus
GCA_003545825.1,Pusillimonas noertemannii
GCA_000167415.1,Campylobacter coli RM2228
GCA_000019205.1,Campylobacter lari RM2100
GCA_000167395.1,Campylobacter upsaliensis RM3195
GCA_000317205.1,Fischerella muscicola PCC 7414
GCA_000006605.1,Corynebacterium jeikeium K411
GCA_900115605.1,Halolactibacillus halophilus
GCA_900116255.1,Halolactibacillus miurensis
GCA_030812495.1,Paenibacillus harenae
GCA_003762925.1,Marinimicrobium koreense
GCA_014897715.1,Psychrobacter celer
GCA_900091435.1,Micromonospora chaiyaphumensis
GCA_900091565.1,Micromonospora marina
GCA_900091425.1,Micromonospora krabiensis
GCA_024622405.1,Ligilactobacillus apodemi
GCA_028595955.1,Columbia Basin potato purple top phytoplasma
GCA_900095405.1,uncultured Sporomusa sp.
GCA_900129105.1,Chryseobacterium vrystaatense
GCA_018607025.1,Tepidimonas taiwanensis
GCA_003671405.1,Wolbachia endosymbiont of Drosophila ananassae
GCA_018403345.1,Paenibacillus woosongensis
GCA_025234635.1,Exiguobacterium profundum
GCA_936920595.1,uncultured Cellulosimicrobium sp.
GCA_002754275.1,Flavobacterium sp. 2
GCA_030409235.1,Halomonas almeriensis
GCA_017368555.1,Staphylococcus simiae
GCA_002073975.1,Rhodovulum sp. MB263
GCA_947853665.1,uncultured Deferribacterales bacterium
GCA_018424685.1,Mesobacillus boroniphilus
GCA_947039085.1,Dialister micraerophilus
GCA_025234655.1,Exiguobacterium soli
GCA_024756155.1,Lysinibacillus boronitolerans
GCA_000020945.1,Coprothermobacter proteolyticus DSM 5265
GCA_000020965.1,Dictyoglomus thermophilum H-6-12
GCA_000021685.1,Thermomicrobium roseum DSM 5159
GCA_000018945.1,Thermotoga neapolitana DSM 4359
GCA_029335825.2,Sulfurihydrogenibium azorense
GCA_000013045.1,Salinibacter ruber DSM 13855
GCA_943912925.1,uncultured Arthrospira sp.
GCA_913045905.1,uncultured Pelagibacterales bacterium
GCA_937884135.1,uncultured Shewanellaceae bacterium
GCA_000238775.3,Acaryochloris sp. CCMEE 5410
GCA_903894255.1,uncultured Anaerolineaceae bacterium
GCA_902805555.1,uncultured Acidimicrobiales bacterium
GCA_937975135.1,uncultured Thermoactinomycetaceae bacterium
GCA_903822505.1,uncultured Rhodopila sp.
GCA_944391275.1,uncultured Syntrophomonadaceae bacterium
GCA_905192585.1,Phocaeicola plebeius
GCA_014871025.1,Phocaeicola coprocola
GCA_014196225.1,Bacteroides pyogenes
GCA_020865425.1,Halomonas profundus
GCA_027324725.1,Nocardiopsis sp.
GCA_011297315.1,Catellatospora chokoriensis
GCA_016862635.1,Catellatospora coxensis
GCA_016862575.1,Catellatospora bangladeshensis
GCA_019898765.1,Sphingomonas yunnanensis
GCA_002384805.1,Advenella kashmirensis
GCA_946482305.1,uncultured Sphingopyxis sp.
GCA_903953505.1,uncultured Roseomonas sp.
GCA_937872325.1,uncultured Xanthobacter sp.
GCA_947631935.1,uncultured Erysipelothrix sp.
GCA_937934635.1,uncultured Deinococcales bacterium
GCA_030161255.1,Zoogloea oryzae
GCA_900100515.1,Fervidobacterium changbaicum
GCA_900107965.1,Actinacidiphila yanglinensis
GCA_001723065.1,Actinacidiphila rubida
GCA_900103985.1,Actinacidiphila guanduensis
GCA_900142575.1,Actinacidiphila paucisporea
GCA_020171865.1,Alloyangia pacifica
GCA_902813185.1,Denitratisoma oestradiolicum
GCA_020171525.1,Halobacillus yeomjeoni
GCA_002902925.1,Paraburkholderia terrae
GCA_016128195.1,Paraburkholderia ginsengisoli
GCA_007990265.1,Cellulomonas terrae
GCA_900100115.1,Chryseobacterium soldanellicola
GCA_900099685.1,Chryseobacterium taeanense
GCA_000016285.1,Allorhizobium ampelinum S4
GCA_000016265.1,Rhizobium rhizogenes K84
GCA_947487735.1,Roseibium album
GCA_000025025.1,Dehalococcoides mccartyi VS
GCA_022457035.1,Anoxybacillus rupiensis
GCA_023284025.1,Shewanella abyssi
GCA_958295825.1,uncultured Candidatus Entotheonella sp.
GCA_902833725.1,Paraburkholderia mimosarum
GCA_026735165.1,Clostridium ganghwense
GCA_937863045.1,uncultured Polynucleobacter sp.
GCA_000016345.1,Polynucleobacter asymbioticus QLW-P1DMWA-1
GCA_900188145.1,Anaerovirgula multivorans
GCA_014858865.1,Leptospira interrogans serovar Bataviae
GCA_018130505.1,Bradyrhizobium tropiciagri
GCA_900177565.1,Emticicia oligotrophica
GCA_000153145.1,marine actinobacterium PHSC20C1
GCA_900637955.1,Trueperella bialowiezensis
GCA_030811535.1,Trueperella bonasi
GCA_018417595.1,Pseudomonas entomophila
GCA_000011805.1,Aliivibrio fischeri ES114
GCA_001408515.1,Jannaschia seosinensis
GCA_900141995.1,Palleronia salina
GCA_015662265.1,Aquifex sp.
GCA_900459365.1,Streptococcus massiliensis
GCA_937890695.1,Croceibacter atlanticus
GCA_000152705.1,Janibacter sp. HTCC2649
GCA_000152925.3,Dokdonia sp. MED134
GCA_000153225.1,Polaribacter irgensii 23-P
GCA_000153485.2,Psychroflexus torquis ATCC 700755
GCA_000024125.1,Robiginitalea biformata HTCC2501
GCA_000152945.2,Polaribacter sp. MED152
GCA_000153165.2,Maribacter sp. HTCC2170
GCA_000169175.1,Microscilla marina ATCC 23134
GCA_000169095.1,Lyngbya sp. PCC 8106
GCA_000340565.3,Nodularia spumigena CCY9414
GCA_000153805.1,Synechococcus sp. BL107
GCA_000153365.1,Bacillus sp. NRRL B-14911
GCA_000170755.1,Lentisphaera araneosa HTCC2155
GCA_020721175.1,Trichlorobacter lovleyi
GCA_913775375.1,uncultured Cupriavidus sp.
GCA_023283895.1,Shewanella pneumatophori
GCA_000013005.1,Erythrobacter litoralis HTCC2594
GCA_000153105.1,Blastopirellula marina DSM 3645
GCA_000153705.1,Fulvimarina pelagi HTCC2506
GCA_000152785.1,Yoonia vestfoldensis SKA53
GCA_003010955.1,Phyllobacterium brassicacearum
GCA_003337575.1,Phyllobacterium bourgognense
GCA_003217235.1,Phyllobacterium leguminum
GCA_030817885.1,Phyllobacterium ifriqiyense
GCA_000152905.1,Nitrobacter sp. Nb-311A
GCA_000152745.1,Oceanicaulis sp. HTCC2633
GCA_000153305.1,Oceanicola granulosus HTCC2516
GCA_000152825.2,Parvularcula bermudensis HTCC2503
GCA_000153525.1,Candidatus Pelagibacter ubique HTCC1002
GCA_000152965.1,Roseobacter sp. MED193
GCA_003475915.1,Roseovarius nubinhibens
GCA_000152845.1,Roseovarius sp. 217
GCA_000153725.1,Salipiger bermudensis HTCC2601
GCA_000153545.1,Sphingomonas sp. SKA58
GCA_000152645.1,Sulfitobacter sp. NAS-14.1
GCA_000156115.1,Rhodobacteraceae bacterium HTCC2083
GCA_000152805.1,Maritimibacter alkaliphilus HTCC2654
GCA_021845525.1,Nitrospina gracilis Nb-211
GCA_001886455.1,Alteromonas mediterranea
GCA_000152885.1,Idiomarina baltica OS145
GCA_000153025.1,Marinomonas sp. MED121
GCA_000153205.1,Nitrococcus mobilis Nb-231
GCA_000740745.1,Nitrosococcus oceani C-27
GCA_000153425.1,Photobacterium profundum 3TCK
GCA_002310815.1,Pseudoalteromonas tunicata
GCA_000153405.2,Psychromonas sp. CNPT3
GCA_000153185.1,Reinekea blandensis MED297
GCA_000153125.2,Congregibacter litoralis KT71
GCA_000153445.1,gamma proteobacterium HTCC2207
GCA_000153505.1,Vibrio alginolyticus 12G01
GCA_000171815.1,Vibrio sp. AND4
GCA_000153005.1,Vibrio sp. MED222
GCA_000152765.1,Vibrio splendidus 12B01
GCA_000153265.1,Photobacterium angustum S14
GCA_000026065.1,Latilactobacillus sakei subsp. sakei 23K
GCA_009617915.1,Prolixibacter bellariivorans
GCA_000568075.1,Enterobacter sp. DC1
GCA_017114325.1,Mariprofundus ferrooxydans
GCA_000153765.1,Mariprofundus ferrooxydans PV-1
GCA_000012105.1,Xanthomonas campestris pv. campestris str. 8004
GCA_000156155.1,beta proteobacterium KB13
GCA_000172075.1,Shewanella benthica KT99
GCA_010093235.1,Pseudoxanthomonas suwonensis
GCA_023035675.1,Borrelia hermsii DAH
GCA_023035855.1,Borrelia turicatae 91E135
GCA_012516395.1,Dolichospermum flos-aquae CCAP 1403/13F
GCA_000012125.1,Chlamydia trachomatis A/HAR-13
GCA_001029265.1,Spiroplasma eriocheiris
GCA_001477575.1,Streptococcus gallolyticus
GCA_010500915.1,Alteromonas hispanica
GCA_900113405.1,Palleronia marisminoris
GCA_000012145.1,Rickettsia felis URRWXCal2
GCA_022179325.1,Methylobacterium isbiliense
GCA_000018825.1,Bacillus mycoides KBAB4
GCA_000017425.1,Bacillus cytotoxicus NVH 391-98
GCA_000017885.4,Bacillus pumilus SAFR-032
GCA_000013685.1,Rhodopseudomonas palustris BisB5
GCA_000013365.1,Rhodopseudomonas palustris HaA2
GCA_000022265.1,Geotalea daltonii FRC-32
GCA_937863995.1,uncultured Chelatococcus sp.
GCA_913773715.1,uncultured Sphingobium sp.
GCA_902461255.1,uncultured Rothia sp.
GCA_916438755.1,uncultured Granulicatella sp.
GCA_938036895.1,uncultured Eikenella sp.
GCA_916048345.1,uncultured Abiotrophia sp.
GCA_963539215.1,uncultured Streptobacillus sp.
GCA_916438525.1,uncultured Catonella sp.
GCA_934757945.1,uncultured Bulleidia sp.
GCA_903834455.1,uncultured Coxiellaceae bacterium
GCA_000009165.1,Xanthomonas euvesicatoria pv. vesicatoria str. 85-10
GCA_000018565.1,Herpetosiphon aurantiacus DSM 785
GCA_000196495.1,Aliivibrio salmonicida LFI1238
GCA_009664085.1,Thermochromatium tepidum ATCC 43061
GCA_020726025.1,Syntrophus aciditrophicus
GCA_000063525.1,Synechococcus sp. RCC307
GCA_949485435.1,Synechococcus sp. CC9902
GCA_002777535.1,Streptomyces peucetius subsp. caesius ATCC 27952
GCA_001704275.1,Streptomyces noursei ATCC 11455
GCA_000511135.2,Microbispora sp. ATCC PTA-5024
GCA_000019425.1,Escherichia coli str. K-12 substr. DH10B
GCA_000210475.1,Escherichia coli ETEC H10407
GCA_000010245.1,Escherichia coli str. K-12 substr. W3110
GCA_019967895.1,Escherichia coli Nissle 1917
GCA_001401595.1,Xanthomonas axonopodis pv. axonopodis
GCA_011365705.1,Rubrivivax benzoatilyticus
GCA_001885735.1,Enterococcus canintestini
GCA_017745315.1,Xanthomonas phaseoli pv. phaseoli
GCA_014138825.1,Nesterenkonia jeotgali
GCA_000419625.1,Deinococcus ficus
GCA_000332315.1,Prochlorothrix hollandica PCC 9006 = CALU 1027
GCA_000013985.1,Sphingopyxis alaskensis RB2256
GCA_014905135.1,Sulfurimonas paralvinellae
GCA_001400235.1,Pseudomonas syringae pv. coryli
GCA_003149145.1,Quadrisphaera granulorum
GCA_001885825.1,Enterococcus caccae
GCA_000316625.1,Nostoc sp. PCC 7107
GCA_937872235.1,uncultured Thermomonas sp.
GCA_000013765.1,Shewanella denitrificans OS217
GCA_000014705.1,Shewanella frigidimarina NCIMB 400
GCA_000762985.1,Mycolicibacterium rufum
GCA_016201165.1,Mycolicibacterium aromaticivorans
GCA_001676235.1,Photobacterium kishitanii
GCA_000732635.1,Clostridium sulfidigenes
GCA_000203895.1,Paracoccus denitrificans PD1222
GCA_024158565.1,Gluconobacter albidus
GCA_000473065.1,Bradyrhizobium sp. WSM1743
GCA_000244935.1,Bradyrhizobium sp. WSM1253
GCA_000244915.1,Bradyrhizobium sp. WSM471
GCA_003331185.1,Janibacter anophelis
GCA_000012485.1,Pelodictyon luteolum DSM 273
GCA_002514735.1,Sediminicola luteus
GCA_015058435.1,Clostridium lundense
GCA_001673705.2,Brevibacillus sp. WF146
GCA_001438655.1,Pediococcus cellicola
GCA_018991695.1,Pediococcus ethanolidurans
GCA_000012165.2,Streptococcus pyogenes MGAS6180
GCA_017175175.1,Mycobacteroides abscessus subsp. bolletii
GCA_020520165.1,Mycolicibacterium phocaicum
GCA_010730955.1,Mycolicibacterium aubagnense
GCA_025822765.1,Mycobacterium barrassiae
GCA_000196275.1,Deinococcus geothermalis DSM 11300
GCA_011319935.1,Pseudomonas otitidis
GCA_002902575.1,Staphylococcus croceilyticus
GCA_023498005.1,Streptomyces durmitorensis
GCA_018917555.1,Enterococcus devriesei
GCA_001659895.1,Xanthomonas translucens pv. arrhenatheri
GCA_000193455.1,Burkholderia pseudomallei 1710a
GCA_000012785.1,Burkholderia pseudomallei 1710b
GCA_000015905.1,Burkholderia pseudomallei 668
GCA_000152365.1,Burkholderia pseudomallei S13
GCA_000015465.1,Burkholderia mallei SAVP1
GCA_000015625.1,Burkholderia mallei NCTC 10247
GCA_000167635.1,Burkholderia mallei GB8 horse 4
GCA_000215485.2,Anaplasma marginale str. Florida
GCA_002005465.1,Neoasaia chiangmaiensis
GCA_008125075.1,Acetivibrio alkalicellulosi
GCA_004343075.1,Rhodovulum marinum
GCA_945866295.1,Pedosphaera parvula Ellin514
GCA_017329545.1,Photobacterium ganghwense
GCA_001050135.1,Cyclobacterium amurskyense
GCA_021532375.1,Paenibacillus alkaliterrae
GCA_900105545.1,Maribacter dokdonensis
GCA_031451685.1,Halomonas mongoliensis
GCA_022341445.1,Halomonas kenyensis
GCA_001458175.1,Shimia marina
GCA_014646675.1,Lutibacter litoralis
GCA_000008105.1,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67
GCA_016863375.1,Sphaerisporangium melleum
GCA_014207705.1,Sphaerisporangium rubeum
GCA_016905945.1,Dietzia cinnamea
GCA_024171765.1,Williamsia deligens
GCA_000013205.1,Synechococcus sp. JA-3-3Ab
GCA_000013225.1,Synechococcus sp. JA-2-3B'a(2-13)
GCA_900107235.1,Citreimonas salinaria
GCA_946998895.1,uncultured Francisella sp.
GCA_029505395.1,Pseudomonas vranovensis
GCA_001691585.1,Pseudomonas moraviensis
GCA_900103135.1,Halarsenatibacter silvermanii
GCA_000785125.1,Pseudomonas simiae
GCA_004363225.1,Paraburkholderia silvatlantica
GCA_000014405.1,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
GCA_000495255.1,Candidatus Phytoplasma tritici
GCA_000014525.1,Lacticaseibacillus paracasei ATCC 334
GCA_014651395.1,Pseudoduganella dura
GCA_004322755.1,Pseudoduganella albidiflava
GCA_014651435.1,Pseudoduganella plicata
GCA_004209755.1,Pseudoduganella lutea
GCA_020886775.1,Corynebacterium cyclohexanicum
GCA_905371295.1,Porphyromonas somerae
GCA_000012225.1,Aster yellows witches'-broom phytoplasma AYWB
GCA_020736685.1,Streptococcus thermophilus LMD-9
GCA_902793925.1,Sharpea azabuensis
GCA_014144965.1,Dietzia kunjamensis
GCA_009866725.1,Pseudomonas sp. S19
GCA_008118325.1,Dermacoccus abyssi
GCA_015070805.1,Dermacoccus barathri
GCA_003096955.1,Williamsia marianensis
GCA_003298855.1,Micromonospora provocatoris
GCA_000576455.2,Sphingomonas sp. BHC-A
GCA_015159725.1,Microbacterium sp. R1
GCA_000021045.1,Azotobacter vinelandii DJ
GCA_004192645.1,Salmonella enterica subsp. enterica serovar Duesseldorf
GCA_018225525.1,Salmonella enterica subsp. enterica serovar Wagenia
GCA_000169975.1,Leptolyngbya valderiana BDU 20041
GCA_000013885.1,Nitrobacter hamburgensis X14
GCA_000012725.1,Nitrobacter winogradskyi Nb-255
GCA_000012805.1,Nitrosococcus oceani ATCC 19707
GCA_002117085.1,Nonlabens tegetincola
GCA_003938225.2,Alcaligenes aquatilis
GCA_004216895.1,Aquimarina brevivitae
GCA_003063475.1,Limnohabitans curvus
GCA_003003055.1,Jezberella montanilacus
GCA_003585765.1,Pontibacter actiniarum
GCA_004341885.1,Shinella granuli
GCA_018454455.1,Wolbachia endosymbiont of Ceratitis capitata
GCA_000985955.1,Neorhizobium galegae bv. orientalis
GCA_000985975.1,Neorhizobium galegae bv. officinalis
GCA_000196355.1,Nitrosospira multiformis ATCC 25196
GCA_000016065.1,Shewanella loihica PV-4
GCA_000023585.1,Paenibacillus sp. JDR-2
GCA_026225175.1,Mycobacterium alsense
GCA_030587175.1,'Opuntia sp.' phytoplasma
GCA_002804245.1,Mesoplasma coleopterae
GCA_009730595.1,Spiroplasma tabanidicola
GCA_000018865.1,Chloroflexus aurantiacus J-10-fl
GCA_019923725.1,Zwartia hollandica
GCA_000820185.2,Aeromonas tecta
GCA_020171945.1,Bacillus infantis
GCA_904423845.1,Metabacillus idriensis
GCA_000615125.1,Lactobacillus gasseri ATCC 33323 = JCM 1131
GCA_005280215.1,Streptomyces lasalocidi
GCA_030813165.1,Metabacillus niabensis
GCA_008312835.1,Streptomyces marokkonensis
GCA_000020645.1,Pelodictyon phaeoclathratiforme BU-1
GCA_900113865.1,Streptosporangium canum
GCA_000015845.1,Shewanella baltica OS155
GCA_000826645.1,Psychroserpens mesophilus
GCA_000815025.1,Coxiella endosymbiont of Amblyomma americanum
GCA_003724955.1,Xanthomonas vasicola pv. vasculorum
GCA_013177355.1,Xanthomonas axonopodis pv. vasculorum
GCA_903834975.1,uncultured Curvibacter sp.
GCA_000015245.1,Shewanella amazonensis SB2B
GCA_000012965.1,Sulfurimonas denitrificans DSM 1251
GCA_937923695.1,Dokdonia donghaensis
GCA_024362345.1,Polaribacter dokdonensis
GCA_937885435.1,uncultured Cyanobium sp.
GCA_000015785.2,Bacillus velezensis FZB42
GCA_000058485.1,Frankia alni ACN14a
GCA_000422165.1,Lactobacillus helveticus CNRZ32
GCA_000220135.1,Bifidobacterium breve UCC2003
GCA_000021945.1,Chloroflexus aggregans DSM 9485
GCA_007474635.1,Caballeronia humi
GCA_001544495.2,Caballeronia telluris
GCA_001544535.2,Caballeronia choica
GCA_002108605.1,Neisseria animaloris
GCA_900454205.1,Neisseria zoodegmatis
GCA_913060935.1,Colwellia polaris
GCA_020172645.1,Bacillus sp. SD-4
GCA_000975095.1,Demequina aestuarii
GCA_029909815.1,Paracoccus ferrooxidans
GCA_002455435.1,Candidatus Accumulibacter phosphatis
GCA_000217915.2,Shewanella sp. HN-41
GCA_012719795.1,Bifidobacterium crudilactis
GCA_018141345.1,Pseudoalteromonas sp. A22
GCA_016806965.1,Capnocytophaga genosp. AHN8471
GCA_905372535.1,Capnocytophaga leadbetteri
GCA_001854475.1,Pseudoalteromonas byunsanensis
GCA_900766215.1,uncultured Finegoldia sp.
GCA_002155305.1,Erythrobacter dokdonensis
GCA_003489305.1,Syntrophorhabdus aromaticivorans
GCA_014145015.1,Dietzia sp. E1
GCA_020907825.1,Enterococcus aquimarinus
GCA_019966495.1,Tateyamaria pelophila
GCA_002162835.1,Nonlabens dokdonensis
GCA_014138265.1,Dokdonella fugitiva
GCA_018129525.1,Bradyrhizobium denitrificans
GCA_028622095.1,Deinococcus aquaticus
GCA_010206235.1,Parabacteroides goldsteinii
GCA_015561075.1,Alistipes onderdonkii
GCA_014845495.1,Alistipes shahii
GCA_017876055.1,Azospirillum melinis
GCA_001618445.1,Leptospira borgpetersenii serovar Hardjo
GCA_900100625.1,Flavobacterium saliperosum
GCA_010915725.1,Thiorhodococcus mannitoliphagus
GCA_020731405.1,Xanthomonas campestris pv. armoraciae
GCA_005981925.1,Streptomyces albidochromogenes
GCA_000464825.1,Planktothrix agardhii NIVA-CYA 56/3
GCA_000464665.1,Planktothrix agardhii NIVA-CYA 15
GCA_000464845.1,Planktothrix prolifica NIVA-CYA 98
GCA_904830895.1,Planktothrix rubescens NIVA-CYA 18
GCA_900546865.1,uncultured Micrococcaceae bacterium
GCA_000018105.1,Acaryochloris marina MBIC11017
GCA_000940235.1,Bacteroides intestinalis
GCA_905207675.1,uncultured Peptococcaceae bacterium
GCA_900197855.1,Helicobacter cynogastricus
GCA_002104435.1,Cognaticolwellia aestuarii
GCA_000717335.1,Amycolatopsis jejuensis
GCA_905220995.1,Nitrospira defluvii
GCA_018066995.1,Marinobacter psychrophilus
GCA_022641475.1,Tetrasphaera jenkinsii
GCA_029255765.1,Alviniconcha hessleri gill endosymbiont
GCA_002208765.2,Psychrobacter cryohalolentis
GCA_000022605.2,Blattabacterium sp. (Blattella germanica) str. Bge
GCA_000152325.1,Burkholderia pseudomallei 1655
GCA_000832005.1,Escherichia coli O139:H28 str. E24377A
GCA_000017765.1,Escherichia coli HS
GCA_000237205.1,Simkania negevensis Z
GCA_000203955.1,Burkholderia cenocepacia HI2424
GCA_003667525.1,Mycetocola reblochoni
GCA_905211825.1,uncultured Peptostreptococcaceae bacterium
GCA_905197745.1,uncultured Erysipelotrichaceae bacterium
GCA_902762115.1,uncultured Coriobacteriaceae bacterium
GCA_904501625.1,uncultured Rikenellaceae bacterium
